"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Sensitivity (T/sqrt(Hz)","Run Number"
123.877678,-1.331865,1567.34277,635.93,0.4281,3.3906,2.3755,98.792,0.0016779,0.0013813,3.1743,1658.3,1.3866,2.9011,3.157,-554.85,-5.2074,4.4218e-08,0.063426,0.00030079,0.0082578,377.8,0.61404,57.27,225
113.941578,-0.102978,1584.83163,268.02,-0.11487,2.0831,-7.9815,22.711,0.00016211,0.00030292,4.1139,-11.181,-21.066,1.675,1.6279,-6.3845,-0.4947,19.922,70.51,0.00057698,0.00061253,20.85,26.088,67.287,226
134.155707,2.362341,1573.343118,274.8,-0.11949,2.3492,-15.528,18.886,0.00017034,0.00030187,3.322,-20.926,-26.204,1.7892,1.7308,-6.8968,-0.59101,76.83,119.26,0.00070257,0.00082355,31.431,20.302,66.192,227
131.401967,10.339129,1919.79847,479.79,0.96086,3.2848,-13.464,33.816,0.00055196,0.00045644,2.3004,-1141.5,-0.66161,3.2926,3.5777,-596.91,4.6243,7.4486e-09,0.022222,0.00041609,0.010858,445.62,0.60283,61.516,228
121.802969,8.776857,1624.22881,387.12,0.41306,2.825,-8.5064,9.3094,0.00011446,0.00011153,0.98194,3422.1,-57.866,0.83074,-0.00048444,424.14,-283.95,0.0011415,17.437,0.00053524,0.00052869,260.06,0.39364,62.309,229
123.999469,-0.392983,1060.19008,193.74,-0.015649,1.3182,-7.1667,15.565,4.9699e-05,0.00018927,3.8615,-4.4883,-14.064,1.1701,1.1462,-7.7746,-0.70358,4.1165,40.572,0.00024879,0.00026512,11.581,8.8332,65.584,230
130.478649,2.362341,1573.343118,276.69,-0.12415,2.365,-13.887,18.761,0.00017121,0.00029902,3.2724,-20.449,-26.034,1.7946,1.7363,-7.1601,-0.59451,73.282,117.58,0.00070964,0.00082902,31.077,20.416,66.255,231
131.401967,2.362341,1573.343118,270.79,-0.11679,2.3634,-8.6711,20.05,0.00018372,0.00033585,3.5882,-9.3598,-18.529,2.1171,2.059,-9.0848,-0.56677,17.545,68.857,0.00081434,0.00088808,17.051,17.684,66.154,232
131.401967,2.362341,1573.343118,271.67,-0.11355,2.3254,-13.249,18.913,0.00016763,0.00030438,3.3723,-9.8005,-19.664,2.1282,2.07,-7.5786,-0.60775,15.062,60.601,0.00081714,0.00087995,17.068,19.445,66.168,233
131.401967,2.362341,1573.343118,275.13,-0.12447,2.3551,-10.61,18.129,0.00016431,0.00029035,3.1835,-18.159,-24.664,1.8314,1.774,-7.5444,-0.89274,58.913,107.83,0.00070444,0.00077882,28.038,25.192,66.178,234
131.401967,3.093639,1339.907882,335.39,-0.026917,2.6302,-5.9333,8.3981,9.1216e-05,0.0001096,1.1252,-3680.6,0.99401,0.91925,0.24651,-1827.2,-22.94,226070000,15.526,0.00047284,0.001809,105740,2.7972,62.08,235
123.685426,2.362341,1573.343118,275.21,-0.12616,2.3684,-11.017,21.693,0.0001988,0.00035111,3.8079,-9.5944,-19.799,2.1213,2.0628,-8.4612,-0.63311,13.937,59.264,0.00082203,0.00088144,16.824,19.836,66.14,236
131.401967,2.362341,1573.343118,270.67,-0.11462,2.3481,-11.487,15.163,0.00013717,0.00025101,2.7154,-19.189,-25.255,1.8159,1.7588,-4.9289,-0.57727,63.742,109.51,0.00070646,0.00082376,29.451,19.405,66.178,237
131.401967,2.362341,1573.343118,271.2,-0.11643,2.3348,-10.374,15.887,0.00014203,0.0002588,2.8383,-9.593,-19.388,2.1266,2.0683,-7.5327,-0.5796,14.91,60.921,0.00082232,0.00089443,17.036,17.569,66.135,238
131.401967,2.362341,1573.343118,273.11,-0.12513,2.3859,-10.164,18.824,0.00017541,0.00031488,3.3349,-9.9154,-19.997,2.1216,2.0636,-6.8737,-0.61109,14.316,58.161,0.00081187,0.00087348,17.094,19.457,66.173,239
131.401967,4.688845,987.837531,162.53,0.015936,1.2841,-9.9044,7.8067,2.5653e-05,0.00014116,2.1954,2.3993,6.7728,1.1335,1.1098,-8.2576,-0.43201,20.656,165.25,0.00023096,0.0002478,12.219,12.943,65.768,240
131.073893,-7.637659,1650,593.4,0.013723,3.31,8.2417,139.82,0.0022799,0.0018539,5.5095,845.12,7.4388,2.0094,1.8351,-39.602,0.027258,8.2867e+10,6427000,0.00044281,0.00086173,2158.1,37.872,61.156,241
121.659671,-7.110896,1993.351683,507.59,-0.25527,2.891,0.66907,92.578,0.0011663,0.00094942,5.5048,212.44,16.128,1.5402,1.4476,-16.319,-0.0080775,7178900,41249,0.00043031,0.00054401,402.57,41.774,65.724,242
130.915081,12.362341,1993.351683,615.88,1.762,3.198,-3.5424,93.921,0.0014244,0.0011652,3.3211,4680,1.0879,4.2399,4.6328,-683.4,3.4506,5.8032e-09,0.10785,0.000392,0.010904,316.55,0.3727,59.411,243
118.112499,8.618476,1606.6455,387.4,0.42945,2.8398,-10.703,11.947,0.00014841,0.00014451,1.2587,0.00075093,1.9133,0.41737,-1.4928,0.075989,-804.87,6.6832e-07,1.286,0.00072181,0.0012502,475.95,1789.4,62.116,244
123.461903,3.812889,1059.795335,455.48,1.0882,1.631,-6.4856,23.513,9.5001e-05,8.0416e-05,1.7948,2146.2,1.0363,2.2145,2.4089,-639.82,4.5395,9.8765e-09,0.042552,0.00012686,0.0032597,329.85,0.41313,53.421,245
127.133482,12.362341,1794.747235,254.88,0.21117,2.9027,-19.049,9.7111,0.00013642,0.00028448,1.8633,82.693,38.219,2.3307,2.2422,-7.8503,-0.55004,1680.5,349.08,0.0010709,0.0015539,71.5,22.14,6.1679,246
134.58021,8.119904,1962.380329,499.33,0.42978,3.8133,-9.3676,29.666,0.00065089,0.00053177,1.8365,16390,119.35,3.1988,3.1359,-8.7778,-0.06287,378050000,17499,0.00055732,0.0012283,1178.8,16.928,62.248,247
123.867021,8.169945,1573.34333,415.55,0.46638,3.0424,-12.674,13.974,0.00019788,0.00017904,1.2902,680.86,-3.5114,0.92796,-0.013492,-99.555,-102.38,1.1879e+11,3167800,0.00065361,0.0080247,579.34,0.064783,61.079,248
121.43511,8.47767,1245.41077,252.07,0.19785,1.9993,-6.3883,3.8185,2.5536e-05,5.453e-05,0.74128,-58.499,-21.486,1.6232,1.5622,-8.0184,-0.19907,7268,977.98,0.00039809,0.0006023,63.947,19.526,63.421,249
126.479097,14.091204,1932.596935,327.34,0.80236,2.844,-15.843,9.3632,0.00011935,0.00014969,1.3022,3189.9,-45.024,0.93594,-0.0036162,343.59,-292.19,0.01893,37.433,0.00067243,0.0012605,360.33,0.19611,65.413,250
130.139506,3.076598,1834.887297,408.67,-0.23408,3.4333,-11.211,11.536,0.00020835,0.00019148,1.1,561.39,-0.27093,0.71711,0.015613,-252.01,-118.91,0.00088532,234.83,0.00047061,0.0051185,12243,165400,64.358,251
128.403387,10.093384,1865.379743,327.18,0.1732,3.2323,-11.925,13.533,0.00022286,0.00027969,1.883,854.47,-5.9416,1.7388,0.15966,-94.191,7.459,36520,1.7635,0.00056864,0.0011114,1.7823,0.033824,65.85,252
131.09652,12.203847,1884.89653,343.96,0.57297,2.9721,-11.095,11.939,0.00016492,0.00019004,1.5385,-73.439,-2.0714,2.5499,2.4981,132.49,0.86143,257820,203.34,0.00051402,0.0017592,450.7,15.787,64.959,253
129.290427,-3.673427,1242.665827,552.48,0.47661,2.4251,-0.099017,87.29,0.00076905,0.00062173,4.183,-12.715,-0.13735,2.2371,2.1959,-133.28,-0.18078,855920,99.82,0.00021623,0.00050725,641.58,12.198,56.641,254
112.687602,10.71593,1965.454538,424.9,0.58486,3.329,-3.419,14.625,0.00024751,0.00021963,1.2909,1924.6,-9.8649,1.6825,1.0151,165.74,0.0075886,2513800000,65944,0.0013559,0.0020073,71.673,0.0098114,63.084,255
125.313275,13.589371,1858.144247,468.38,1.7678,2.6177,-18.616,55.167,0.00057264,0.00047833,3.9676,7104.6,2.2633,3.6307,3.9607,-666.45,3.9015,3.4737e-08,0.34292,0.00033486,0.0089775,349.81,0.40514,60.498,256
120.137032,12.362341,1794.747235,243.86,0.24545,2.9558,-15.892,9.0774,0.00013398,0.00030786,1.826,-12652,0.58656,1.6643,0.28497,-111.51,0.69114,1.703e-06,783,0.0003822,0.010026,27.999,271.79,67.555,257
134.58021,12.90708,1981.169058,449.26,1.3728,2.815,-6.5948,14.458,0.00017418,0.0001486,1.1368,62421,-0.20917,3.3387,0.16968,35.367,0.063074,4.6677e-07,41301,0.00025759,0.0075245,15.11,938.72,62.131,258
123.763986,7.378262,1275.283094,447.55,1.4811,1.9024,-5.4214,31.314,0.00017236,0.00014739,2.4821,3566.4,1.4489,2.8072,3.0605,-666.19,-4.3899,1.5299e-08,0.093029,0.0001906,0.005028,330.43,0.39271,54.37,259
107.95582,13.932652,1924.784948,354.36,0.98313,2.7334,-12.612,11.893,0.00013836,0.00015213,1.4612,-101940000,4634.1,0.83146,188.54,552.02,-1309,2.7173e-05,174090000,0.0031337,2537900,11929000,8072.6,64.388,260
128.240126,5.450706,1916.607199,297.09,-0.15603,3.2968,-12.996,10.201,0.00017799,0.00026835,1.6254,1167.1,-0.00025145,1.556,0.17105,-91204,-39.895,4.4881e-10,1.2008e-08,0.00045297,0.010542,2.3756e-07,52.586,67.212,261
133.406841,2.924806,1950.919857,630.93,0.19587,4.682,6.0326,79.798,0.0025865,0.0021259,2.6269,7092.8,-1.3952,3.7125,0.2286,-35.396,0.48127,1.6114e-05,412.74,0.00041065,0.012064,1.4059,12.358,59.762,262
119.171878,5.042049,1878.390765,394.55,-0.12961,3.4778,-10.924,9.6835,0.00018006,0.00017167,0.98667,17.875,4.8646,2.6038,2.5015,-14.282,-0.042145,415900,30798,0.0010157,0.001322,84.437,26.055,64.477,263
128.418836,8.301733,949.767151,219.55,0.26175,1.608,-1.379,2.3069,1.0438e-05,3.0242e-05,0.51428,-117.26,-29.771,1.3404,1.2905,-5.4129,-0.25726,14381,916.49,0.0002272,0.00028414,79.817,22.386,61.768,264
122.590209,4.970205,1959.47721,518.38,0.096211,4.1576,-9.2928,40.651,0.0010574,0.00085798,2.2966,176.74,-2.5137,1.1305,0.00015515,-7.7074,-94.497,7666.8,43.538,0.00096186,0.00093272,991510,1152.3,61.962,265
123.166759,11.941974,1903.641849,500.65,1.7688,3.0713,-3.0248,34.298,0.00048814,0.00039851,2.1085,28934,-0.74547,3.8994,3.6185,-400.04,-0.46085,8.8899e-09,13.233,0.00046329,0.00068864,2.3167,1.2554,59.526,266
118.32193,10.966351,1989.016085,305.41,0.18567,3.4252,-16.495,10.167,0.00019038,0.00027184,1.5612,1031700000,549850000,0.82766,-0.047897,-5178600,-103850000,2.3648e-11,7.4393e-10,3312800000,3765100000,2.4637e-14,1.8736e-09,66.514,267
127.774977,5.812268,1942.962266,566.88,0.59933,4.2186,-2.2779,32.643,0.00086839,0.00070278,1.4597,1280.4,0.88162,3.7538,4.089,-579.15,-4.9556,1.5461e-08,0.032697,0.00053874,0.014776,429.22,0.63093,59.909,268
119.352736,2.423622,1238.854829,552.23,1.5139,1.6926,1.9605,51.3,0.00022017,0.00017799,2.4614,12673,-1.3219,2.7007,2.6482,-231.38,0.00010848,4.747e-08,5.3216,0.00016525,0.00025943,619040,1520.5,52.072,269
103.10616,9.930422,1993.351683,780.1,0.89221,4.1195,1.6283,540.59,0.013061,0.011347,8.834,818430,-0.0070227,4.2782,4.198,-199.85,-3.9376e-05,1.1383e-12,14882,0.0004553,0.0033427,41076,0.12144,58.725,270
117,8.681496,1993.351683,795.84,0.62532,4.3809,-1.8871,410.36,0.011154,0.0097445,6.2397,-47998,4.3076,4.2322,0.093726,-69.661,-0.65382,0.00053894,68401,0.000246,0.0069005,15.28,400.55,58.735,271
117,8.520432,1993.351683,622.11,0.8186,4.1468,-4.3899,64.353,0.0016391,0.0013434,2.209,1686.6,-12.819,2.3036,1.2681,-200.6,0.010592,2595600000,149750,0.0026872,0.0040116,1.761,0.01348,59.846,272
119.063959,10.429658,1993.351683,790.16,0.9412,4.0521,-6.0491,564.88,0.013159,0.011473,8.8221,50233,-1.2853,4.295,3.488,-159.54,-0.33753,5.3062e-08,80.574,0.00040936,0.0033141,5.858,1.3849,58.793,273
117,6.238469,1762.840023,597.11,2.7012,2.0545,7.1506,69.28,0.00043501,0.00035403,2.6813,37728,-0.56151,4.1566,3.557,-466.49,0.62265,3.8995e-09,17.598,0.000422,0.00053839,1.1139,5.4112,52.753,274
104.637675,12.362341,1993.351683,283.54,0.23027,3.3781,-16.244,10.302,0.00019068,0.00031639,1.7437,935.11,-5.94,1.4624,0.65311,-208.65,10.806,36853000,1486.4,0.00062751,0.00028496,1.0259,0.012009,67.574,275
134.58021,5.544228,1993.351683,776.56,0.30721,4.6995,-6.3543,280.84,0.0088389,0.007669,4.6686,-3336700,28.831,4.1385,3.5657,-126.85,-0.13433,2.5543e-18,21.655,0.00044233,0.0055178,23.793,0.00053077,58.852,276
117,6.924419,1993.351683,652.2,0.63804,4.3279,-5.1501,96.204,0.0026534,0.0021969,2.8616,-6603.1,-2.8215,3.9862,4.3466,-620.55,4.2043,8.736e-08,0.47888,0.00049661,0.013521,388.11,0.47913,59.636,277
118.525362,14.144646,1993.351683,678.48,2.1746,2.7886,-5.668,282.43,0.0032154,0.0026883,7.4182,633710,-0.0048806,4.3862,4.3036,-266.63,-1.1581e-05,5.2963e-13,5990.3,0.00038763,0.00060749,0.080651,0.0089296,58.899,278
117,7.421824,1438.600736,535.55,3.0868,1.0883,-1.0489,68.446,0.00012172,9.8458e-05,3.5581,-9318,-1.0423,3.8861,4.2425,-736.23,-2.5654,2.2497e-09,0.18044,0.0001911,0.0053247,213.21,0.30698,48.71,279
96.247436,15,1993.351683,273.31,0.57953,3.1478,-18.483,11.604,0.00018815,0.00033739,2.0548,3034.5,-77.799,0.84133,-0.0069466,255.05,-217.62,34455000,16680,0.00060018,0.00052836,5991.4,8.7114,67.593,280
134.58021,15,1993.351683,682.51,2.3804,2.582,-6.6141,259.23,0.0025277,0.0021166,6.6812,36263,-1.3688,4.3882,3.0401,-365.39,-1.2115,4.202e-08,29.466,0.00041165,0.00056742,1.1686,5.7734,59.031,281
117.136689,15,1993.351683,653.39,2.4351,2.5278,-7.4738,187.08,0.0017596,0.0014575,5.5354,388020,-0.13506,4.4002,4.067,-231.94,0.032975,3.1588e-10,2662.3,0.0003728,0.0011049,3.4831,39.663,58.931,282
117,15,1993.351683,267.06,0.60085,3.1963,-17.034,10.592,0.00017813,0.00033562,1.9274,-1116.6,0.13486,2.2524,0.25227,-108.99,-1.1287,1.2672e-07,8.6489,0.00044637,0.011617,25.106,151.41,67.597,283
134.58021,2.659161,1570.488815,619.94,2.093,1.9598,3.0867,92.334,0.00052547,0.00043037,3.2021,25280,-1.1886,3.4955,2.8483,-399.55,-1.1083,2.1862e-08,9.9958,0.00028478,0.00037262,1.2505,2.192,51.906,284
102.999849,15,1993.351683,268.39,0.58803,3.182,-21.398,10.943,0.00018213,0.00033962,1.9802,2699.2,-46.441,0.84713,0.001033,164.54,-207.67,9042800,2295.8,0.00060916,0.00066947,3706,107.84,67.527,285
0,15,1993.351683,283.16,0.66839,2.9589,-19.16,15.391,0.00021862,0.00036383,2.6099,-112100000,2202.8,0.86128,-0.054617,-9.0942,-190.33,0.00028985,8776900,0.00061355,0.031965,5326.6,398.71,67.49,286
134.58021,15,1993.351683,277.58,0.65445,3.042,-17.991,8.3699,0.00012626,0.00021907,1.4546,5877.5,-219.34,0.87088,-0.004811,1296.3,-713.88,351560000,537450,0.00062506,0.0001067,71793,48.228,67.546,287
99.296903,3.766342,1973.690375,413.19,-0.22791,3.6284,-6.0493,13.268,0.0002674,0.00024314,1.2379,669.99,-7.4596,1.7864,0.43611,-346.85,31.292,14740000,1827,0.00058952,0.00017269,1.836,0.010043,65.111,288
129.947259,12.362341,1794.747235,253.49,0.27285,2.8671,-16.334,10.117,0.00013889,0.00029306,1.9526,60672,0.23315,1.6772,1.6422,-903.94,-0.41672,1.4342e-10,3.0127,0.00039155,0.00060237,9.4644,2.1375,67.541,289
134.58021,7.570258,1983.683793,491.89,0.40589,3.8224,-9.038,18.263,0.00040304,0.00033057,1.1716,25761,-241.29,1.1727,-0.0096816,1659.4,-488.99,0.028484,85.607,0.0010171,0.00026121,745.18,0.27197,62.574,290
124.115773,11.844785,1965.253103,500,1.7569,3.1187,1.7506,30.771,0.00045161,0.0003688,1.8975,38354,-0.40388,3.9329,2.9271,-332.4,0.52831,5.0903e-09,45.917,0.00046243,0.00073863,1.9491,19.636,60.055,291
119.46733,2.195586,1260.196198,561.06,1.4723,1.7401,-4.0549,53.809,0.00024377,0.00019717,2.4748,16762,-0.8754,2.7299,0.1215,-108.47,0.76628,3.9614e-06,1444.9,7.2721e-05,0.0018093,25.53,276.73,52.399,292
103.871561,6.927305,1973.455259,562.7,0.52368,4.3327,-0.33309,45.524,0.0012783,0.001034,2.077,-17691000,948800000,5.8011,4.3994,-1649400000,-27283000,3.174e-28,2.4908e-31,0.00034962,0.00034962,8.2458e-32,5.3382e-28,60.68,293
120.529405,13.398437,1239.368086,311.91,1.3664,1.7742,-5.3198,7.2192,3.6131e-05,4.9507e-05,1.076,2158.1,1.3694,2.4506,2.6646,-614.16,-4.9794,2.5498e-08,0.063658,0.00017996,0.0046233,358.9,0.50141,58.873,294
117.136689,9.51355,1243.959829,180.97,0.11409,1.6645,-13.704,7.2488,3.8015e-05,0.00016747,1.8941,-9.4604,-16.211,1.59,1.5458,-10.14,-0.58717,35.045,103.35,0.00043727,0.00049187,17.827,15.598,66.785,295
132.996571,2.789131,1919.997633,463.27,-0.22951,3.8009,-2.4804,21.59,0.00047316,0.000397,1.5875,92367,-0.2657,2.2682,1.7144,-196.38,-0.16099,9.3419e-09,1135.7,0.0004422,0.0031957,14.233,104.6,63.671,296
126.55677,14.466199,1603.82999,768.17,4.3477,0.54759,11.212,1177.3,0.00050425,0.00043617,20.379,142700,-44.808,4.8164,0.27279,-0.07437,0.77119,1.3529e-07,313.32,1.4649e-05,0.00055306,605.33,0.20949,46.031,297
91.0627,10.475847,1976.367751,412.96,0.49151,3.3327,-12.184,9.5569,0.00016247,0.00014785,0.89314,0.0010003,2.7367,0.18137,-2.3031,0.25907,-796.28,6.0472e-07,1.3732,0.002096,0.0026246,238.32,1166.4,64.279,298
127.838536,10.165522,1920.673632,426.39,0.60583,3.2307,-10.794,10.277,0.00016374,0.00014492,0.90123,-1537,290.71,1.0271,-0.0018964,-1805.7,147.55,130100,5606.8,0.00082457,3.228e-05,802.32,0.014672,63.451,299
126.406997,4.049012,1960.638897,350.28,-0.23737,3.4135,-10.916,14.344,0.00026069,0.00029177,1.7955,290.51,-0.41778,0.64245,0.013772,-115.44,-102.94,4.7442e+11,983760,0.00040529,0.0054037,32493,23.535,66.561,300
132.849484,11.864587,1989.779327,497.34,1.538,3.0547,-5.6936,33.519,0.00047209,0.00038603,2.094,-5246.3,-1.8662,3.7328,4.0693,-652.58,4.028,2.8702e-08,0.22785,0.00039555,0.010629,378.43,0.4459,60.996,301
120.962062,1.102941,1704.070495,657.28,2.771,1.9897,7.8046,168.63,0.00098185,0.00081443,4.8991,5975.2,1.1405,4.3038,4.6965,-715.02,-3.2454,3.6405e-09,0.10033,0.00026502,0.0072033,224.27,0.26315,51.456,302
102.071614,12.362341,1794.747235,254.96,0.24176,2.895,-16.216,14.74,0.00020598,0.00042918,2.8269,214.67,-1.0026,0.97641,0.54946,-778.38,-2.2776,38403000,837.76,0.0006134,0.00081825,81.742,0.01372,67.574,303
134.58021,12.362341,1794.747235,251.04,0.24013,2.9726,-15.396,10.95,0.00016205,0.00034929,2.1357,-23.528,-6.5663,2.1643,2.0711,-11.54,-0.039399,283350,22063,0.00094968,0.0011909,112.55,36.245,67.579,304
134.58021,12.362341,1794.747235,249.73,0.24822,3.0091,-16.105,8.1728,0.00012413,0.00027068,1.6032,217.42,-0.66148,1.5125,0.60122,-328.28,13.631,28169000,260.73,0.00047836,0.00029227,7.6476,0.01039,67.597,305
134.58021,12.362341,1802.308626,247.62,0.24826,3.0478,-15.497,7.5844,0.00011847,0.00026318,1.5012,1.2147,0.37789,2.2374,2.1425,4.2459,-0.0046517,52669000,5097500,0.0010894,0.0014617,99.788,33.093,67.565,306
134.58021,4.593074,1965.785399,1211.9,-0.33416,5.3158,0.68669,5075.3,0.1655,0.15808,13.408,6046.6,1.0813,4.4847,4.9074,-688.8,-3.072,4.0666e-09,0.12763,0.00034228,0.009765,252.44,0.32009,56.204,307
111.695901,12.225223,1834.887815,488.47,1.8155,2.9149,-8.9378,29.188,0.00037477,0.00030801,1.9034,2405.8,0.84033,3.8865,4.2459,-670.35,-4.1446,4.972e-09,0.040971,0.00038793,0.0107,358.92,0.4185,59.368,308
117.336748,13.640403,1933.811288,271.25,0.43357,3.1821,-16.04,9.793,0.00016259,0.00029624,1.7496,213.71,6.8298,2.126,2.0398,12.545,0.02336,8.59e+08,868950,0.0006456,0.0010684,720.76,34.026,67.363,309
134.375456,4.722673,1985.83279,673.32,0.25894,4.6694,-0.81889,100.56,0.0032138,0.0026818,2.705,20029,-3.6083,3.8694,0.11085,-323.92,-4.2852,0.00017045,5210.5,0.00035516,0.0045815,96.625,1837.2,59.794,310
118.947183,3.763692,1927.470063,491.25,-0.10034,3.978,-11.642,24.894,0.000595,0.00048824,1.6026,3337.2,-60.783,0.98037,-0.0018015,339.34,-304.36,1055700000,371290,0.00075622,0.00090478,31736,7.6119,62.807,311
125,-5.81118,1247.752596,615.9,1.2374,1.6772,-5.7019,280.35,0.0011693,0.00095648,9.9154,1326.6,0.53468,2.461,2.6872,-658.42,4.358,1.8478e-09,0.011444,0.00012891,0.0035208,287.92,0.3449,53.767,312
106.617557,12.362341,1802.308626,249.33,0.22547,2.9647,-17.261,11.6,0.0001711,0.00037442,2.2795,-2.209,-1.7192,2.708,2.6177,-65.329,-3.6822,60.69,36.431,0.0012589,0.0016902,36.517,18.514,67.593,313
134.58021,8.840354,1970.208381,292.39,-0.055738,3.5488,-15.194,11.467,0.00023263,0.00036228,1.8662,1.1515,1.0704,3.0664,2.9641,-65.009,-3.9584,121.36,104.63,0.0017322,0.0021965,33.791,20.525,67.602,314
134.58021,4.244245,1947.127107,307.19,-0.22963,3.3577,-14.19,15.908,0.00028595,0.00040364,2.4229,-59.241,-27.232,2.0365,1.9407,-4.952,-0.22171,3943.2,826.81,0.0011536,0.0014384,99.563,42.424,67.597,315
134.58021,12.362341,1802.308626,245.63,0.23085,3.1084,-17.051,9.7126,0.00015819,0.00035776,1.9391,2726.3,-0.015721,1.6723,1.1693,367.79,-0.47176,6.3063e-12,1.2274,0.00043911,0.00055335,7.9049,276.41,67.644,316
134.58021,2.575722,1355.114067,525.93,0.77325,2.75,7.2594,29.186,0.00033184,0.00026879,1.5897,1686.9,1.168,2.723,2.9552,-572.64,4.809,2.4305e-08,0.050864,0.00024708,0.0063888,364.33,0.53328,55.505,317
110.536658,10.645169,1834.888278,265.29,0.068533,3.2026,-18.739,12.397,0.00020968,0.00040079,2.2736,181.7,-0.16551,0.85155,0.3464,-1197.2,5.3897,3289400,2.7426,0.00070998,0.00087596,1985.6,0.9485,67.565,318
134.58021,9.542814,1943.05455,284.08,-0.016478,3.4814,-14.478,9.4226,0.00018516,0.00030599,1.5909,8.3114,2.7448,2.289,2.1818,-11.337,-0.077047,1003000,109380,0.0012701,0.0014164,114.21,45.869,67.593,319
134.58021,12.362341,1802.308626,247.6,0.23168,3.0253,-15.454,12.087,0.00018604,0.00041336,2.3928,-7.447,-3.4907,2.3823,2.2837,-10.39,-0.046219,128220,28173,0.0011542,0.001479,66.27,30.298,67.621,320
134.58021,14.357255,1974.717037,266.14,0.48985,3.3579,-18.992,10.786,0.00020039,0.00038044,1.971,483.61,-1.9591,1.7655,0.65783,-315.59,15.057,34827000,571.65,0.00077003,0.00035089,3.745,0.0061529,67.56,321
134.58021,1.298587,1573.343213,554.45,0.42681,3.6354,1.8538,36.874,0.00072982,0.00059006,1.7503,1865.9,2.0345,3.0467,3.2747,-491.08,4.9144,1.6177e-07,0.13701,0.00038355,0.0092612,363.4,0.67931,57.645,322
114.937094,7.445874,1838.518829,277.66,-0.1156,3.2449,-17.74,14.204,0.00024379,0.00042276,2.4676,-45.914,-16.212,1.8891,1.7914,-8.9512,-0.075995,29454,3667.3,0.0010919,0.0018091,136.39,36.518,67.579,323
134.58021,3.629023,1910.821442,300.13,-0.21557,3.1745,-15.205,17.909,0.00028909,0.00042714,2.8156,-35.158,-29.544,2.2386,2.1526,-5.7027,-0.66069,319.86,222.46,0.0011955,0.0013869,49.549,31.249,67.579,324
134.58021,8.290643,1949.977752,285.34,-0.098891,3.5303,-16.964,10.833,0.00021867,0.00035811,1.8191,139.21,46.707,2.2411,2.1404,-4.772,-0.54906,5711.5,607.96,0.0012884,0.0017554,133.9,37.83,67.611,325
134.58021,7.73512,1834.888046,270.31,-0.10072,3.2621,-15.768,12.976,0.00022661,0.00041597,2.3279,-53.524,-23.518,2.0165,1.9225,-4.7543,0.080595,6206.5,1183.1,0.0011682,0.0016207,105.96,38.858,67.597,326
134.58021,-1.240575,1291.66031,541.17,0.27919,2.8689,-7.1121,47.636,0.00058819,0.0004756,2.4114,0.00030876,2.2372,0.13116,-2.0485,-1.2913,-771.06,7.6467e-06,55.69,0.0014694,0.0017994,226.73,963.56,57.147,327
