"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Sensitivity (T/sqrt(Hz)","Run Number"
134.58021,11.817868,1974.023077,274.8,0.16389,3.5613,-14.657,8.7812,0.00018201,0.00032254,1.5445,405.94,-2.7368,1.3194,0.82205,-346.57,-8.2392,145810000,6627.6,0.00085138,0.0010077,19.642,0.019508,67.597,19
134.58021,-1.896209,1422.250179,603.23,0.9636,2.4697,-4.8229,187.55,0.0017,0.0013857,7.0466,208330,-0.0015942,2.7465,2.6965,-200.14,3.1719e-05,7.6396e-14,1020.8,0.00022013,0.001605,70754,0.11891,55.07,20
109.188867,11.676554,1993.351683,279.91,0.14175,3.5411,-17.055,10.35,0.00021115,0.00035996,1.7803,-208.33,-0.090338,1.9902,2.1299,-1123.8,-6.9246,3.2451e-07,0.0017538,0.00057317,0.031932,30834,12.196,67.616,21
134.58021,11.514318,1993.351683,280.97,0.10896,3.6142,-14.552,10.076,0.00021395,0.00036176,1.7247,-296520,1.3975,1.9552,1.3681,-367.73,-0.4261,2.8535e-07,13582,0.00057753,0.00079117,7.4848,315.78,67.555,22
134.58021,5.916288,1403.749328,187.52,-0.018738,1.964,-14.974,11.133,8.0008e-05,0.00032684,2.833,-4.3896,-11.946,1.7247,1.6851,-9.2213,-0.63483,11.078,82.557,0.00062812,0.00067567,14.841,14.682,67.607,23
134.58021,11.760498,1993.351683,276.87,0.15671,3.6102,-19.267,11.339,0.00024107,0.00042058,1.9769,-99458,-0.17381,0.21568,-3.0263,-213160,778.93,2.2322e-15,0.00069642,0.002261,0.0091382,3.2275e-15,115.02,67.602,24
134.58021,6.416222,1191.000886,285.51,0.1701,2.0983,-11.437,4.8233,3.4394e-05,5.6234e-05,0.80908,-137.57,-37.467,1.7003,1.6369,-6.9083,-0.10469,8687,630.31,0.00041388,0.00055131,86.152,23.448,62.131,25
123.366531,11.662359,1993.351683,281.59,0.12952,3.6096,-16.281,12.311,0.00026059,0.00043868,2.1018,109.76,41.61,2.7619,2.6543,-7.0007,-0.49577,3165.1,439.06,0.001532,0.0023739,89.101,23.158,67.644,26
134.58021,11.496135,1992.068876,276.75,0.12077,3.65,-15.549,8.9721,0.00019501,0.00034047,1.5647,462.88,-0.0015074,1.9554,1.848,-767.56,0.23268,1.7883e-12,0.0056968,0.00060189,0.00087791,9.8501,33.912,67.583,27
134.58021,5.920051,1410.628595,187.04,-0.016155,1.9466,-15.168,11.995,8.4781e-05,0.00034822,3.0584,-4.3982,-12.338,1.7699,1.7299,-7.2264,-0.58428,8.4921,67.32,0.00065033,0.00069733,14.525,14.273,67.621,28
134.58021,11.740936,1993.351683,276.69,0.1507,3.6223,-16.443,11.217,0.00024013,0.00041943,1.9568,723.12,-1.0754,0.93752,0.19136,-1994.3,-39.786,28611000,63.294,0.00086779,0.0004833,176.93,0.0090515,67.555,29
134.58021,0.278134,1655.943861,629.26,0.55007,3.7579,-2.7828,124.64,0.0026036,0.0021387,4.1341,2824.6,1.8558,3.351,3.6462,-581.79,4.8333,5.9316e-08,0.1381,0.00038739,0.010495,389.12,0.55844,57.468,30
114.025873,11.643374,1993.351683,279.04,0.1296,3.583,-15.844,9.4267,0.00019704,0.00033806,1.6275,1137.4,-0.012736,0.75575,25.984,8.404,-96.82,9.1962e-06,29.088,0.00056735,122710000,199310,510.82,67.597,31
134.58021,11.473008,1993.351683,280.47,0.11269,3.6169,-16,8.4214,0.00017915,0.00030409,1.4448,1722200,-8.606e-06,1.9878,1.9403,63631,0.011084,3.509e-24,0.0083061,0.00063592,43.943,2.971e-11,3414,67.607,32
134.58021,1.817868,1993.351683,334.1,-0.29142,3.3029,-12.598,21.47,0.00036791,0.00044514,2.8947,-64.378,-31.103,1.9929,1.8985,-6.1625,-0.56507,2658.7,613.99,0.0011074,0.0016477,95.608,29.951,67.607,33
134.58021,11.717975,1993.351683,276.72,0.14696,3.6755,-16.871,10.281,0.00022659,0.00039571,1.7933,1.0528,0.36845,2.6962,2.5807,4.3819,-0.0038789,35246000,4316400,0.0015984,0.0023288,89.446,29.334,67.63,34
134.58021,-9.343889,1206.550602,521.25,0.12208,2.4499,7.0663,81.383,0.00073485,0.00059579,4.5335,328,12.463,1.7732,1.7097,-19.392,0.0057946,80019000,115300,0.00027808,0.0003662,371.84,20.959,59.778,35
118.635642,11.6291,1993.351683,283.99,0.098035,3.6061,-20.063,9.9333,0.00020942,0.00034643,1.6784,-19.389,-0.012777,1.9994,1.9665,-961.36,-0.65735,1.7551e-09,1.9892e-06,0.00060598,0.00092236,322.01,0.14541,67.621,36
134.58021,11.45202,1993.351683,280.32,0.088106,3.6662,-16.677,9.3193,0.00020371,0.0003462,1.6,-130.64,-25.137,2.3458,2.2372,-10.27,0.23005,99930,3677.6,0.0012583,0.0033135,188.17,21.795,67.616,37
134.58021,1.817868,1993.351683,333.81,-0.28629,3.3114,-14.017,16.237,0.0002797,0.00033894,2.1923,-54.335,-28.543,2.0317,1.9377,-6.1018,0.015439,2163.5,587.24,0.0010976,0.0013407,84.839,39.612,67.607,38
134.58021,11.699689,1993.351683,279.35,0.11005,3.6414,-17.421,11.809,0.00025486,0.00043633,2.0362,39.288,0.014329,2.0271,2.1105,-1135.9,5.2233,8.4715e-06,4.9142e-05,0.0006179,0.021522,34414,10.897,67.569,39
134.58021,-3.99968,1444.239072,679.92,2.5104,1.5938,5.5856,302.46,0.0011244,0.00094056,7.8904,-2781000,-0.013794,3.6944,4.0384,-722.94,-0.016892,3.3424e-13,14827,0.00019218,0.0064499,230.57,5568.5,49.254,40
97.714645,11.615737,1993.351683,277.26,0.11921,3.5659,-15.615,13.875,0.00028771,0.00050035,2.4144,1237.7,-3.2448,1.9231,-0.2673,112.55,-6.1532,3.8748e-07,0.045923,0.0004521,0.0080534,253.21,0.51485,67.597,41
134.58021,11.42846,1993.351683,277.12,0.096711,3.6224,-14.68,9.2794,0.00019859,0.0003457,1.6156,-1.3174,-0.32096,2.4128,2.3003,6.8934,-0.011825,193420000,11479000,0.0014428,0.0019175,140.29,39.151,67.588,42
134.58021,1.817868,1993.351683,342.2,-0.29876,3.2619,-13.712,22.484,0.00037437,0.0004351,2.9214,-67.703,-29.786,1.923,1.8279,-7.1847,-0.59186,4177.8,799.05,0.0010448,0.0011706,107.48,49.316,67.616,43
134.58021,11.68395,1993.351683,281.9,0.1097,3.6365,-16.251,13.886,0.00029825,0.0005009,2.3674,1744,-0.023407,0.76177,18.793,6.3525,-97.05,8.1167e-07,96.012,0.00058086,62877000,273020,672.62,67.607,44
134.58021,9.194802,1836.044152,380.43,0.25896,3.2361,-9.0554,7.7826,0.0001258,0.00012524,0.84701,4390.3,-126.38,0.86319,-0.0093851,776.95,-511.06,94353,88.915,0.00060227,8.6267e-05,18.312,0.0080726,64.095,45
127.786146,11.604911,1993.351683,280.27,0.11089,3.6611,-16.567,10.021,0.00021844,0.00037136,1.7207,9.6936,3.3313,2.6346,2.5254,-9.8047,-0.061394,492010,58099,0.001438,0.0016165,92.775,38.287,67.649,46
134.58021,11.398971,1993.351683,276.94,0.098001,3.6797,-17.071,9.5202,0.00021026,0.00036657,1.659,736.36,-9.082e-05,1.9433,1.7734,-501.25,0.04464,1.2969e-07,0.01304,0.00058825,0.00089968,9.4438,787.34,67.588,47
134.58021,6.980526,1993.351683,297,-0.18086,3.6605,-15.254,13.896,0.0002989,0.00045099,2.2153,2240100,0.00061627,0.63391,-796.56,53356,-234.86,3.2516e-27,2.8359e-08,0.0004828,4.6657e-11,5.7889e-17,15.797,67.565,48
134.58021,11.672264,1993.351683,279.41,0.11195,3.6861,-18.072,11.135,0.00024623,0.00042138,1.9195,1.5774,0.41307,2.5064,2.3931,-12.712,-0.065169,93475000,6409700,0.0014656,0.0028074,127.85,25.997,67.579,49
134.58021,-9.232738,1771.73324,713.67,1.4346,2.8641,22.409,523.7,0.0062255,0.0052756,11.753,30828,-0.3642,3.54,2.8927,-159.75,0.22646,4.2457e-09,30.231,0.00027661,0.0024292,6.0616,2.9146,57.511,50
114.574351,11.58299,1993.351683,282.45,0.084983,3.6088,-16.059,9.4101,0.00019896,0.00033277,1.6004,-150100,0.042152,1.9491,1.8399,-118.2,0.012545,3.976e-10,3224.1,0.00056273,0.0061874,46.858,70.882,67.574,51
134.58021,11.375664,1993.351683,277.76,0.087621,3.6371,-16.67,11.744,0.00025323,0.00043874,2.0392,12126,-0.014973,0.9351,-1.2022,-63927,-161.54,1.1105e-15,9.4018e-07,0.00078789,0.0086491,7.0632e-13,6.4479,67.658,52
134.58021,11.65014,1993.351683,285.67,0.12298,3.4188,-15.738,9.8276,0.000186,0.00030384,1.6478,-275.17,-40.521,2.2098,2.0906,-25.909,-0.03261,114900,2428.5,0.0010075,0.0011915,239.61,42.568,67.574,53
134.58021,6.957182,1762.84002,580.78,2.4735,2.3265,-5.6035,58.243,0.00047022,0.00038134,2.4372,278140,-0.68997,4.207,4.128,-266.65,0.004142,0.0023117,334.21,0.00032663,0.0011362,3708400,0.026012,53.569,54
106.290911,11.852402,1993.351683,281.04,0.14729,3.47,-17.178,10.832,0.00021199,0.00035836,1.854,-526.53,2.4333,1.1422,0.64255,-750.15,-4.5471,194740000,4159.6,0.00082187,0.0010697,81.85,0.01473,67.579,55
134.58021,11.891758,1993.351683,276.41,0.14384,3.5713,-14.739,7.5734,0.00015763,0.0002759,1.3227,8.6081,2.5708,2.5802,2.4722,-10.13,-0.047528,1370000,122170,0.0013171,0.0015202,102.14,36.793,67.527,56
134.58021,12.193505,1389.016085,370.31,1.3136,2.0835,-8.5084,12.681,8.5235e-05,8.7909e-05,1.4466,33748,-0.28366,2.6485,2.3642,-433.51,0.36709,1.6403e-09,23.278,0.00027559,0.0003819,2.3569,9.7692,58.894,57
117,11.836097,1993.351683,284.91,0.13699,3.5246,-15.26,11.809,0.0002377,0.00039043,1.9866,318.92,-0.31718,1.1561,0.55592,-1389.5,-15.553,12334000,12.226,0.00088818,0.00088438,900.26,0.23505,67.541,58
120.080222,11.822487,1993.351683,287.27,0.12821,3.4678,-18.873,10.084,0.00019609,0.00031672,1.6792,361.48,-0.32186,0.73991,0.018937,-109.3,-109.52,1.8562e+12,1473200,0.00051989,0.014884,29633,8697.9,67.527,59
134.58021,11.842693,1993.351683,284.46,0.12128,3.5551,-15.411,7.5515,0.00015469,0.00025493,1.2729,-4437.7,0.0026594,1.9859,0.17011,-99102,-73.293,7.842e-12,1.2882e-07,0.00055425,0.0031649,2.2458e-08,16.207,67.56,60
134.58021,11.877093,1993.351683,700.54,1.6185,3.3615,4.2491,218.76,0.0035999,0.0030353,5.1768,1976.9,0.38133,4.3663,4.7738,-689.41,3.18,6.0587e-10,0.016361,0.00038099,0.010717,295.68,0.36354,58.836,61
117,11.815041,1993.351683,285.03,0.12098,3.5756,-14.609,11.78,0.00024399,0.0004004,1.9805,1280.5,-0.015588,1.9076,1.6109,-667.81,0.80458,1.4856e-11,0.071932,0.00059792,0.00071452,4.4934,47.36,67.551,62
134.58021,0.261327,1423.03601,580.79,0.42797,3.1002,-2.537,77.556,0.0011119,0.00090171,3.2442,183.94,-1.8402,2.5963,0.016629,-228.98,22.83,14.926,0.0014871,0.00023752,0.00043063,32.865,0.42353,56.722,63
112.761802,11.894716,1993.351683,282.28,0.13292,3.5683,-17.062,9.8018,0.00020264,0.00033939,1.6684,41.722,14.175,2.6454,2.5355,-6.7341,-0.10393,28186,3248.8,0.0013804,0.0017894,90.217,32.275,67.579,64
134.58021,11.985861,1993.351683,280.82,0.13695,3.6228,-16.918,9.383,0.0002002,0.00033897,1.6074,-89.456,-22.18,2.5259,2.4182,-5.0727,-0.076081,42564,2604.4,0.0012865,0.0015717,129.42,37.175,67.574,65
134.58021,12.286525,1389.016085,354.78,1.214,2.0271,-6.6792,8.2563,5.2828e-05,5.7962e-05,1.012,705.26,0.53949,2.5586,2.7822,-589.38,-5.2532,5.518e-09,0.0094843,0.00022376,0.0058655,387.26,0.59574,59.468,66
118.133935,11.865731,1993.351683,279.14,0.14648,3.5866,-13.692,8.8776,0.00018593,0.00031872,1.5319,15.987,7.0093,2.8344,2.7185,-9.6901,-0.037344,39417,7576.3,0.0015465,0.002188,66.908,25.438,67.579,67
94.705531,11.867852,1993.351683,288.57,0.15252,3.3656,-16.596,7.8031,0.00014279,0.00022845,1.2917,798.03,-3.2325,1.278,0.66172,-281.77,8.5802,1.85e+08,3035.9,0.00081131,0.00074001,12.118,0.0086867,67.527,68
134.58021,11.935182,1993.351683,284.5,0.15762,3.4912,-13.416,8.6962,0.0001718,0.00028301,1.4654,1825.5,-0.022916,1.9031,1.386,-727.09,1.2694,8.499e-09,0.1684,0.00057664,0.00070509,116.51,129.14,67.551,69
134.58021,1.817868,1993.351683,561.4,-0.22155,4.4054,-1.0238,37.061,0.0010761,0.00087038,1.7014,94.292,1.875,3.0925,3.0358,-132.5,-0.90972,469400,184.03,0.00062769,0.0035104,525.63,11.533,62.034,70
123.741034,11.850767,1993.351683,280.8,0.152,3.5274,-17.727,9.8117,0.00019846,0.00033608,1.6811,2965600,-0.35358,0.68902,524.1,31121,-1231.2,4.6233e-06,486280,0.0047912,1.0706e+12,2.3702e+10,626870,67.527,71
134.58021,-1.309896,1404.67333,485.69,-0.090537,3.2073,-0.70373,31.274,0.00048643,0.00040044,2.0655,233.43,22.316,2.2734,2.1911,-13.891,-0.045732,877510,7962.7,0.00055131,0.00071208,179.11,22.481,59.935,72
119.188886,14.034711,1993.351683,273.07,0.4074,3.4356,-19.826,10.674,0.0002062,0.0003705,1.8923,-3219,374,1.8305,0.1392,-1944.2,644.34,437920,6946.1,0.00075125,1.4721e-05,1498,3.5291,67.593,73
134.58021,14.369079,1993.351683,269.03,0.46892,3.4082,-18.031,8.9727,0.00017124,0.00031758,1.6188,155.28,22.915,2.6442,2.5406,-6.2405,-0.052701,229540,4967.5,0.0011016,0.0019414,169.8,26.957,67.649,74
134.58021,13.667373,1993.351683,273.56,0.39145,3.4899,-18.24,11.038,0.00021996,0.00039365,1.9525,141.07,25.003,2.656,2.5514,-5.4233,0.17894,119250,3457.4,0.0011592,0.0017521,155.44,29.634,67.644,75
134.58021,13.765226,1993.351683,269.81,0.39055,3.4954,-17.701,8.1031,0.00016254,0.00029958,1.457,415.85,-8.505,1.5701,0.53754,-364.97,38.606,15508000,6485.5,0.00092091,0.00024716,5.3677,0.041252,67.551,76
134.58021,9.602912,1151.344502,326.08,0.87544,1.9943,-5.5296,4.3635,2.7375e-05,3.4552e-05,0.60996,120910,167.03,1.6012,1.3428,2.1297,-0.0047774,0.0088466,5588.3,0.00035821,0.0035914,33053,205.48,58.682,77
116.568668,15,1993.351683,269.07,0.55708,3.3504,-21.039,11.871,0.00021891,0.00040599,2.1419,3015.5,-148.32,0.88122,-0.046886,639.2,-259.07,32655,63.876,0.00066417,0.00015009,13.006,0.34321,67.611,78
134.58021,15,1993.351683,266.58,0.56375,3.3753,-17.268,9.2545,0.00017365,0.00032844,1.6876,-3612.4,227.15,1.6313,-0.12421,-3369.1,888.07,14856000,59757,0.00088087,0.00054241,386870,23778,67.621,79
134.58021,15,1993.351683,267.59,0.5629,3.3777,-16.862,10.475,0.00019664,0.00036889,1.9017,-4251.4,0.75628,2.2893,0.23721,-71.349,0.90097,5.1053e-06,160.18,0.00049149,0.013929,6.8692,56.852,67.63,80
134.58021,15,1993.351683,266.45,0.56584,3.3667,-17.436,13.177,0.00024602,0.00046585,2.4044,3189.3,-35.907,1.4257,0.61677,-309.73,18.216,481120,60.234,0.00077077,0.00037959,1.4146,0.0097839,67.597,81
134.58021,10.495185,1952.130549,889.44,1.3357,3.6565,5.0927,1123.1,0.020523,0.018465,11.22,8563.9,-0.54242,4.4705,4.3755,-303.26,-1.1581e-05,7.9537e-09,2.5612,0.00040656,0.00064133,2046000,1977.8,57.485,82
114.33649,15,1993.351683,265.83,0.58861,3.3155,-19.208,13.654,0.00024737,0.00047078,2.4983,-32659,0.3457,2.2411,1.9313,367.47,0.41221,8.8646e-09,78.529,0.00053713,0.00075781,6.7367,27.875,67.611,83
134.58021,15,1993.351683,264.89,0.57232,3.3586,-13.9,13.25,0.0002466,0.00047277,2.4336,3448.7,-184.3,1.1106,-0.1228,708.63,-194.87,14329,48.384,0.00074304,4.3492e-05,13.816,0.022317,67.583,84
134.58021,15,1993.351683,266.61,0.57542,3.3736,-16.521,9.9312,0.00018616,0.00035199,1.8107,123.71,13.831,2.6816,2.5853,-12.675,-0.036322,1575900,19631,0.0009999,0.0015433,196.89,27.143,67.574,85
134.58021,15,1993.351683,269.51,0.581,3.3351,-18.71,11.063,0.00020208,0.0003734,1.9919,-67652000,7.5428,0.098686,1288.8,-108370,1640.6,3.9467e-08,7591100,0.036288,2.2128e+11,7.1811e+10,408970,67.621,86
134.58021,-0.270585,1895.126678,805.49,1.3501,3.5536,4.4667,661.64,0.011794,0.010337,9.6313,10187,2.8229,4.2397,4.6339,676.82,-3.7336,3.7855e-08,0.49343,0.00034493,0.0095202,273.21,0.31592,55.347,87
110.079237,15,1993.351683,268.52,0.56757,3.289,-18.307,12.922,0.00022978,0.00042791,2.3367,4323.6,-5.8846,1.4429,0.77217,969.04,-14.976,2548700000,4730.2,0.00097745,0.001052,952.54,0.3602,67.658,88
134.58021,15,1993.351683,265.34,0.5639,3.3787,-19.296,8.9833,0.0001691,0.00032312,1.6472,-8041900,24.329,2.2821,2.046,-126.18,0.066517,2.5548e-19,151.52,0.0004978,0.0083914,250.04,0.0013075,67.611,89
134.58021,15,1993.351683,266.86,0.5699,3.3562,-17.14,10.939,0.00020289,0.00038288,1.9924,450360,-0.012347,2.2908,2.2509,-200.33,0.00010075,1.6376e-11,16917,0.00054438,0.003949,169680,0.33851,67.616,90
134.58021,15,1993.351683,265.84,0.57087,3.3534,-17.014,10.852,0.00020114,0.0003827,1.9853,191.61,14.192,2.5556,2.465,-9.562,-0.01364,7285300,39788,0.00089177,0.0014401,294.45,28.417,67.644,91
134.58021,4.848341,1956.922296,398.46,-0.19323,3.5749,-6.7417,16.865,0.00033108,0.0003122,1.6866,432.79,-0.39022,0.76962,0.01775,-215.87,-112.66,0.00047482,8.0604,0.00052512,0.0041708,6004,5645.1,64.979,92
129.562214,15,1993.351683,262.94,0.57493,3.4008,-18.919,10.851,0.00020744,0.00040422,2.0105,2353.7,-7.4244,1.3705,0.66016,-488.26,-11.293,753480000,7498.1,0.00098838,0.00086893,29.175,0.010758,67.611,93
134.58021,15,1993.351683,263.94,0.57921,3.3919,-17.64,8.5165,0.00016181,0.00031269,1.571,969.65,-5.6125,1.5117,0.89147,-277.25,7.6877,277830000,9307.7,0.00091627,0.00088264,14.782,0.013249,67.644,94
134.58021,15,1993.351683,261.95,0.57695,3.3689,-17.109,10.321,0.00019383,0.00038075,1.9204,249.29,25.968,2.66,2.5674,-5.9237,-0.050403,615030,6610.1,0.00098994,0.0018334,214.55,25.702,67.597,95
134.58021,15,1993.351683,266.88,0.5748,3.3663,-17.96,12.387,0.00023113,0.00043612,2.256,3867.5,-204.31,0.88518,-0.026603,584.88,-340.57,24764,75.921,0.00067391,0.00016098,129.32,0.75014,67.649,96
134.58021,1.431863,1989.948341,1085,0.14715,4.8416,3.6953,2681.8,0.078085,0.073306,11.692,4396.5,1.0994,4.4167,4.8324,-677.01,-3.5671,5.0728e-09,0.081453,0.00035014,0.0099322,257.52,0.30269,56.226,97
111.792269,15,1993.351683,229.82,0.30977,3.1962,-27.318,25.371,0.00044621,0.0011698,5.421,59256000,0.23805,1.3327,1.1232,-37715,3.6461e-05,4.4555e-15,276.08,0.0007308,0.0023006,4.4189e-08,4889900,69.616,98
134.58021,15,1993.351683,267.25,0.56122,3.3844,-18.248,12.233,0.0002306,0.00043385,2.2243,-75.661,-7.7693,2.6655,2.5808,3.2929,-0.0091748,6705500,70639,0.00097404,0.0014518,209.31,27.319,67.63,99
134.58021,15,1993.351683,266.97,0.55871,3.3991,-17.515,9.9039,0.00018838,0.0003552,1.803,4043.8,-231.21,0.88662,-0.033125,641.81,-295.5,41974,188.02,0.00067191,0.00010525,106.93,0.13721,67.602,100
134.58021,15,1993.351683,263.17,0.58128,3.3832,-15.719,10.995,0.00020799,0.00040447,2.0349,373.31,29.553,2.5909,2.502,-7.9304,-0.048068,1357400,8399.1,0.00091821,0.0017572,278.11,26.535,67.597,101
134.58021,-6.109836,1212.192343,639.99,2.2019,1.2851,0.70719,315.47,0.00076913,0.00063407,9.9415,1469700,-29.415,3.1312,2.6829,-127.22,-0.2092,7.0044e-17,11.148,0.00014106,0.0016611,11.3,0.00061512,49.002,102
97.042813,15,1993.351683,271.9,0.54463,3.2753,-20.511,10.706,0.00018818,0.00034123,1.9079,-0.00030069,0.37789,0.89181,-1.2138,-11.674,-650.69,0.0019369,3061.2,0.00034447,0.00042469,2.0717,35.509,67.569,103
134.58021,15,1993.351683,261.24,0.57061,3.3621,-17.927,13.308,0.00024911,0.00049227,2.484,-205.15,53.972,0.86132,-0.020433,-0.063013,-105.74,39.685,1.1701,0.00064703,0.00016928,0.12871,0.18972,67.569,104
134.58021,15,1993.351683,264.65,0.57068,3.3681,-18.433,9.8005,0.00018346,0.00035251,1.8024,3391.4,-298.87,1.3828,0.073663,1564.5,-450.74,48220,450.37,0.00081869,7.8331e-06,91.294,0.0093004,67.588,105
134.58021,15,1993.351683,265.83,0.57236,3.3791,-17.585,12.311,0.0002317,0.00044092,2.2525,-0.001671,3.1952,1.5486,-0.44248,-24.23,-1230.1,8.3242e-05,292.53,0.00048429,0.00010401,0.93087,1.1854,67.635,106
134.58021,1.453427,1696.40474,379.85,-0.23372,3.0818,-8.9945,12.339,0.00018092,0.00018046,1.3465,319.19,-0.76872,0.59296,-0.02401,-329.93,-120.49,5.19e-06,0.0046274,0.00033325,0.0011972,123.99,0.38958,64.536,107
128.729649,15,1993.351683,267.88,0.55985,3.3549,-19.042,13.21,0.00024456,0.0004578,2.3955,39124,-2.0174,2.2607,1.0506,-366.37,1.9127,9.4361e-07,352.81,0.00052224,0.0010139,6.904,79.266,67.63,108
134.58021,15,1993.351683,263.89,0.57402,3.3891,-17.245,9.0309,0.0001713,0.00033117,1.6662,13746,-3.3246,2.289,0.21927,-70.935,1.0501,0.00011173,1895.6,0.00049736,0.014136,6.4587,47.742,67.621,109
134.58021,15,1993.351683,264.3,0.5711,3.3854,-16.826,9.3917,0.00017769,0.00034236,1.7297,7278.6,-2.3113,2.2959,0.18671,-34.999,-0.59904,7.4304e-05,732.08,0.00049935,0.014762,1.2871,12.531,7.1552,110
