"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Run Number"
135,0,5666.666667,18.082,-0.004405,0.36859,-7.9843,0.2103,1.2451e-06,3.5863e-05,0.086229,4.5542e-06,0.001061,0.50436,0.51047,2.1923,-466.16,3.5125e-09,0.00019105,2.5929e-05,2.5302e-05,0.064644,13.955,11
135,0,6133.333333,-18.72,-0.011343,0.6765,-8.164,0.21812,4.231e-06,0.00011607,0.088783,-4.9054e-06,-0.00076489,0.84246,0.8578,2.3076,-458.39,0.0051477,125.07,0.00010158,0.00011018,0.078022,11.426,12
135,0,6600,20.207,-0.020746,1.0014,-8.0534,0.2723,1.0894e-05,0.00026796,0.10894,4.8988e-07,6.0044e-05,1.183,1.2089,2.0784,-465.74,1.3158e-11,1.9486e-07,0.00011592,0.00011296,0.088798,9.0419e-08,13
135,0,7066.666667,-22.175,-0.032243,1.3223,-8.0956,0.33575,2.1789e-05,0.00046761,0.13126,28414000,42.403,1.14,1.0745,1432000,-497.55,5.0045e-09,2190.8,0.56688,0.55987,7.881e-06,9496,14
135,0,7533.333333,25.035,-0.050768,1.7473,-8.235,0.42298,4.3769e-05,0.00078106,0.15987,7.6172e-14,6.2963e-12,1.9116,1.962,1.8347,-466.61,5.4469e-19,3.7181e-15,5.656e-26,1.3957e-25,4.2711e-32,3.6763e-35,15
135,0,8000,-28.541,-0.079077,2.2877,-8.4813,0.53934,8.7085e-05,0.0012611,0.19543,-4.4601e-11,-2.9838e-09,2.4303,2.4991,1.5927,-471.7,1.8648e-13,8.3584e-10,1.4603e-15,3.8853e-15,9.9904e-22,1.833e-24,16
130,0,1466.666667,22325,-0.016415,0.017218,381.49,7.1905e-16,7.6409e-05,7.6464e-05,5.6158e-13,133.83,294.37,0.00085835,5.5389e-05,36.83,-483.36,223.81,287.12,1.3145e-11,1.1258e-11,655.69,552.48,17
130,0,1933.333333,-28.771,0.0010972,5.5448e-05,8.8985,98.907,9.3278e-12,1.3331e-10,35.738,0.009183,0.069409,0.0011301,2.8748e-05,-3.4704,-109.82,1.906e-05,0.00065493,4.9731e-12,5.4829e-12,51.863,405.17,18
130,0,2400,16.757,0.0014429,0.00012791,0.026861,11.862,8.9965e-12,2.8778e-10,4.9379,0.29377,3.76,0.0015018,5.9503e-05,11.642,-117.62,0.10278,16.553,6.4145e-12,6.5916e-12,15.338,80.265,19
130,0,2866.666667,5.8228,0.0015338,0.036527,-0.8728,0.022824,3.6287e-09,4.2264e-07,0.010772,-1.0211e-05,-0.0057882,0.00379,0.0020316,3.317,-381.87,1.1049e-09,0.00035892,2.5151e-09,2.4701e-09,0.15146,71.912,20
130,0,3333.333333,7.9528,0.0014598,0.071927,-4.1111,0.043209,1.9903e-08,1.6239e-06,0.019855,7.6819e-06,0.0024384,0.11122,0.1108,1.8587,-330.12,8.4965e-10,8.5942e-05,1.5285e-06,1.4938e-06,0.048612,13.195,21
130,0,3800,-10.358,-0.0014059,0.30615,-4.1427,0.091126,5.9876e-07,3.5622e-05,0.040767,-2.1901e-05,-0.0035865,0.34524,0.35018,2.3793,-313.96,0.045058,1208,1.7506e-05,1.8724e-05,0.059314,8.4776,22
130,0,4266.666667,13.309,-0.0064692,0.56756,-4.6892,0.13668,2.4783e-06,0.00010764,0.059168,1.1148e-05,0.001269,0.6695,0.68385,2.0036,-335.57,0.022979,297.81,5.2388e-05,5.7095e-05,0.068715,6.9646,23
130,0,4733.333333,-16.157,-0.01563,0.933,-4.9898,0.19996,8.3178e-06,0.00027965,0.083815,1.7721e-05,0.0015388,1.0393,1.0661,2.0607,-348.39,0.052118,393.08,0.00011397,0.00012631,0.080478,6.298,24
130,0,5200,-20.082,-0.031836,1.4167,-5.5623,0.2671,2.149e-05,0.00053337,0.10701,2.3285e-05,0.001592,1.478,1.5212,1.8308,-362.96,0.085502,399.22,0.00021619,0.00024389,0.095573,5.9441,25
130,0,5666.666667,23.986,-0.052686,1.8786,-6.0193,0.35964,4.4398e-05,0.00084625,0.13763,1.867e-05,0.001054,1.9279,1.9893,1.7699,-381.92,0.054581,173.91,0.00035867,0.00041157,0.11316,5.8958,26
130,0,6133.333333,-27.665,-0.075582,2.307,-6.4127,0.4124,6.9218e-05,0.0010544,0.15102,4.791e-12,2.3249e-10,2.3825,2.4624,1.7677,-400.89,1.7781e-15,4.1931e-12,4.049e-20,1.1365e-19,2.5373e-26,8.8595e-30,27
130,0,6600,-31.375,-0.10573,2.7889,-6.7768,0.49555,0.00011147,0.0013791,0.17345,-3.2519e-09,-1.3723e-07,2.8246,2.9218,1.6909,-410.21,7.9325e-10,1.4112e-06,3.1683e-09,9.0428e-09,1.5261e-15,1.697e-18,28
130,0,7066.666667,-35.094,-0.13744,3.2175,-7.1853,0.54605,0.000152,0.0015484,0.18252,1.9144e-06,7.2884e-05,3.2302,3.3419,1.7455,-423.35,0.00054859,0.7947,0.00095844,0.0011492,0.16139,5.7666,29
130,0,7533.333333,39.268,-0.17925,3.7182,-7.5019,0.60395,0.00020962,0.0017409,0.19153,9.2437e-08,3.1199e-06,3.738,3.8668,1.5669,-434.74,1.251e-06,0.0014242,0.0012565,0.0015303,6.2884e-09,8.6517e-11,30
130,0,8000,44.277,-0.24103,4.3736,-7.9059,0.68385,0.00030681,0.0020265,0.20335,9.7307e-10,2.8828e-08,4.3428,4.4867,1.4393,-445.05,7.0229e-11,6.1629e-08,1.3011e-12,5.0341e-12,8.104e-19,5.0577e-21,31
125,0,1000,-1.6315,0.00078759,0.00011477,283.02,7.2664,5.5106e-12,3.3376e-08,0.98541,38.245,205.69,0.00080285,2.7133e-05,-67.189,21.58,197.16,20.966,1.1816e-11,1.0431e-11,0.16568,1.2008,32
125,0,1466.666667,-8.1299,0.0010661,7.8594e-05,-1.5601,14.42,7.7687e-12,6.175e-10,6.6134,0.98788,4.7057,0.001101,3.0675e-05,-34.081,-152.19,0.074388,0.39002,2.8879e-12,4.3798e-12,95.599,440.62,33
125,0,1933.333333,-4.8278,0.0013866,0.0010881,-0.86047,0.050813,8.6053e-12,1.2297e-09,0.024525,1.0353e-05,0.0021382,0.0028064,0.0014396,2.3899,-162,2.615e-11,1.1286e-06,6.3907e-11,6.2239e-11,0.026856,4.7672,34
125,0,2400,-7.6895,-0.00020445,0.20917,-2.029,0.052483,2.1083e-07,1.789e-05,0.024186,1.9793e-05,0.002466,0.1728,0.17655,4.659,-196.21,0.047075,730.32,2.0288e-06,2.2604e-06,0.050672,5.6466,35
125,0,2866.666667,11.438,-0.0055038,0.54641,-2.9342,0.10102,1.9364e-06,0.00010191,0.044653,5.214e-06,0.00037708,0.52044,0.53919,5.245,-221.41,0.0027189,14.253,1.6306e-05,1.8948e-05,0.06871,4.1267,36
125,0,3333.333333,-15.272,-0.016201,1.0003,-3.3744,0.1629,8.1636e-06,0.00029605,0.068974,-3.0675e-10,-1.6151e-08,0.93664,0.97606,6.829,-253.97,3.9885e-12,1.1062e-08,3.2176e-12,8.7269e-12,8.4551e-19,5.6628e-21,37
125,0,3800,-18.582,-0.02976,1.4292,-3.7167,0.22151,1.9291e-05,0.0005347,0.090302,3.561e-06,0.00015598,1.3678,1.4286,6.8828,-259.14,0.00093867,1.8014,9.0984e-05,0.00011169,0.058057,2.2706,38
125,0,4266.666667,22.329,-0.049381,1.91,-4.031,0.29197,3.9327e-05,0.00083528,0.11394,-1.883e-05,-0.00071313,1.7854,1.8664,7.1651,-297.14,0.024305,34.855,0.00014903,0.00018621,0.053728,2.2179,39
125,0,4733.333333,-26.087,-0.074294,2.4186,-4.3934,0.3543,6.8167e-05,0.0011404,0.13223,-4.7671e-05,-0.0016139,2.2388,2.3397,7.234,-334.58,0.14955,171.39,0.00023397,0.00029657,0.058044,2.2642,40
125,0,5200,-30.109,-0.10682,2.9756,-4.7056,0.41897,0.00011031,0.0014626,0.14894,-1.4865e-05,-0.00046213,2.7418,2.8625,7.4755,-341.11,0.014557,14.071,0.00036787,0.00047216,0.066723,2.4946,41
125,0,5666.666667,34.518,-0.15114,3.6125,-4.9365,0.50074,0.00017757,0.0018624,0.16858,-5.6907e-05,-0.0016445,3.3071,3.4454,7.4697,-378.9,0.2113,176.43,0.00054795,0.00071044,0.06811,2.6927,42
125,0,6133.333333,39.118,-0.20644,4.298,-5.2379,0.57494,0.00026724,0.002235,0.18266,0.0001284,0.0035003,3.9072,4.0598,7.5062,-416.57,0.86163,640.35,0.00079562,0.0010397,0.076109,2.8722,43
125,0,6600,43.192,-0.25884,4.8714,-5.6468,0.60198,0.00033967,0.0023542,0.18152,-6.5122e-05,-0.0016784,4.441,4.6054,7.7631,-423.49,0.29733,197.48,0.0011152,0.0014719,0.092851,3.271,44
125,0,7066.666667,47.019,-0.31866,5.4427,-5.7527,0.66454,0.00044733,0.0026227,0.19063,0.00026888,0.0066849,4.9603,5.1291,7.563,-458.93,4.4681,2761.4,0.0014242,0.0018714,0.10465,3.4295,45
125,0,7533.333333,52.265,-0.41008,6.2216,-5.9596,0.732,0.00061118,0.002886,0.19586,8.0773e-05,0.0019254,5.6004,5.768,7.8288,-495.38,0.4981,283.03,0.0019614,0.0026218,0.11074,3.8792,46
125,0,8000,58.262,-0.52527,7.0805,-6.2475,0.77183,0.00079539,0.0029823,0.19041,-0.00010834,-0.0024186,6.3511,6.5193,7.7112,-502.91,0.94772,472.26,0.0027002,0.0036514,0.12482,4.2647,47
120,0,1000,563.35,-0.0013188,0.0034262,187.02,83029,4.0316e-06,3.9219e-06,1419.9,6340200,1134.6,0.0019441,0.0032065,-118.84,-10.515,0.000382,147670,2.7009e-10,4.0563e-06,68546,1.0501,48
120,0,1466.666667,-4.841,0.00054853,0.066323,-1.0381,0.018874,1.2008e-08,1.6949e-06,0.0093218,3.1829e-05,0.0043158,0.040844,0.040503,2.589,-103.78,0.087425,1608.1,9.0923e-08,1.0112e-07,0.045963,5.5046,49
120,0,1933.333333,-8.9443,-0.0028979,0.38644,-1.8888,0.065821,7.8622e-07,5.5844e-05,0.029911,2.1958e-05,0.0010886,0.38165,0.3983,3.542,-140.06,0.034106,83.879,6.3172e-06,7.6761e-06,0.078303,3.3601,50
120,0,2400,-13.566,-0.010818,0.86706,-2.5607,0.11674,4.8597e-06,0.00020592,0.050393,5.3838e-05,0.0017016,0.86035,0.90423,5.1934,-173.97,0.16734,167.22,2.7285e-05,3.5244e-05,0.080101,2.0341,51
120,0,2866.666667,-18.25,-0.026561,1.4069,-3.101,0.16389,1.4032e-05,0.00039895,0.067067,7.9874e-05,0.0020049,1.3528,1.4236,5.9861,-210.61,0.30718,193.55,5.8865e-05,7.8902e-05,0.071101,1.6509,52
120,0,3333.333333,22.936,-0.049805,2.0201,-3.455,0.21258,3.1382e-05,0.00064023,0.082367,8.4333e-05,0.0018743,1.8991,1.995,6.3592,-218.45,0.30364,149.97,0.00010829,0.00014847,0.069053,1.5765,53
120,0,3800,-27.629,-0.077761,2.599,-3.8989,0.22785,4.8582e-05,0.00074155,0.08347,-0.00027154,-0.0054773,2.4486,2.5679,6.4761,-255.86,2.1185,862.02,0.00017992,0.00025039,0.069418,1.6328,54
120,0,4266.666667,-31.892,-0.11064,3.2005,-4.1579,0.25529,7.4808e-05,0.00090002,0.088785,0.00011964,0.0022535,2.9817,3.1188,6.613,-291.88,0.73674,261.37,0.00027727,0.00039076,0.07822,1.6904,55
120,0,4733.333333,36.603,-0.15831,3.8883,-4.4469,0.30842,0.00012214,0.0011538,0.10115,8.7536e-05,0.0015656,3.5898,3.7443,6.6356,-298.06,0.3167,101.32,0.00040882,0.00058231,0.080249,1.8016,56
120,0,5200,42.454,-0.22508,4.7007,-4.6901,0.36041,0.00019118,0.0013697,0.10971,0.00017179,0.0028821,4.3224,4.4891,6.7162,-335.4,1.316,370.43,0.00064905,0.00093483,0.092112,2.0323,57
120,0,5666.666667,48.028,-0.29683,5.4206,-5.0035,0.39818,0.00026299,0.0014772,0.11271,9.3651e-05,0.001494,4.9785,5.1473,7.0877,-371.57,0.42234,107.47,0.00093907,0.0013654,0.11332,2.2227,58
120,0,6133.333333,54.176,-0.39077,6.201,-5.1688,0.44875,0.0003661,0.001603,0.11702,-0.00015606,-0.002376,5.6339,5.8004,6.6834,-378.4,1.2479,289.24,0.0012983,0.0019067,0.12068,2.4722,59
120,0,6600,-60.3,-0.49515,6.962,-5.4227,0.48405,0.00047554,0.0016548,0.1161,-0.00014254,-0.0020869,6.2938,6.4408,6.9461,-413.97,1.1398,244.33,0.0017764,0.0026289,0.14349,2.7641,60
120,0,7066.666667,-66.103,-0.60298,7.663,-5.5742,0.50083,0.00057572,0.0016375,0.1108,-1.8866e-05,-0.00026588,6.8762,7.0024,6.7921,-420.02,0.021146,4.1995,0.0022627,0.0033785,0.1559,3.0439,61
120,0,7533.333333,-73.089,-0.74408,8.493,-5.7558,0.51429,0.00070248,0.0016001,0.10303,-0.0014239,-0.01946,7.5657,7.6456,6.9504,-455.75,51.839,9680.1,0.0025648,0.0033647,0.31777,3.4966,62
120,0,8000,-81.683,-0.92724,9.4441,-6.0688,0.50311,0.00082384,0.0014737,0.088973,-4.1482e-05,-0.00054093,8.3573,8.3798,7.1834,-464.38,0.12318,20.949,0.0040014,0.0060835,0.2158,3.889,63
115,0,1000,-7.9579,-0.00024577,0.11957,-0.41407,0.036607,4.6547e-08,3.7959e-06,0.016808,0.0069073,0.35859,0.10265,0.10622,1.964,-70.011,0.028642,77.2,2.1923e-07,2.1931e-07,0.06243,2.7411,64
115,0,1466.666667,9.4321,-0.0037018,0.44426,-1.2253,0.060233,9.0624e-07,6.0399e-05,0.027224,-0.00013174,-0.0030602,0.49097,0.51771,2.9815,-103.01,0.77315,417.14,6.6045e-06,9.0712e-06,0.097759,2.096,65
115,0,1933.333333,-14.309,-0.014917,0.9875,-1.7474,0.11719,6.0474e-06,0.00023905,0.050165,-0.00019529,-0.0031815,1.0006,1.0589,4.5525,-132.31,1.2814,340.06,2.1115e-05,3.131e-05,0.080847,1.1956,66
115,0,2400,-19.864,-0.03431,1.666,-2.3147,0.1378,1.5463e-05,0.00038981,0.055347,0.00096112,0.013137,1.6367,1.728,4.9492,-169.35,16.213,3028.9,4.8796e-05,7.4243e-05,0.081719,1.0192,67
115,0,2866.666667,-25.776,-0.061169,2.3611,-2.7312,0.14774,2.7326e-05,0.00046582,0.055343,0.00025641,0.0032265,2.2648,2.3822,5.1051,-177.95,1.7152,271.57,9.0798e-05,0.00014309,0.079953,1.0007,68
115,0,3333.333333,-31.926,-0.099637,3.1186,-3.1084,0.16938,4.7094e-05,0.00056555,0.058883,0.00024197,0.0028013,2.9641,3.104,5.2481,-213.76,1.5326,205.43,0.00015896,0.00025513,0.081334,1.0513,69
115,0,3800,-38.114,-0.14528,3.8289,-3.3463,0.18336,6.8699e-05,0.00060282,0.058998,-0.0001794,-0.0019485,3.6285,3.7788,5.6614,-249.01,0.91313,107.73,0.00026188,0.00042589,0.10026,1.1294,70
115,0,4266.666667,-44.484,-0.19883,4.5097,-3.6447,0.18954,9.0196e-05,0.00059015,0.056199,0.00014157,0.0014715,4.249,4.4007,5.4442,-256.44,0.60083,64.917,0.00038702,0.00063705,0.10529,1.2887,71
115,0,4733.333333,-51.507,-0.2679,5.2641,-3.9024,0.19527,0.00011753,0.000572,0.052775,-2.8777e-05,-0.00028589,4.9007,5.04,5.7192,-291.83,0.027928,2.7565,0.00058204,0.00096651,0.1267,1.4661,72
115,0,5200,-59.405,-0.35735,6.084,-4.1402,0.20415,0.0001541,0.00055384,0.049569,-0.00012391,-0.0011838,5.6239,5.7362,5.7913,-299.96,0.57025,52.054,0.00085817,0.0014405,0.1484,1.6932,73
115,0,5666.666667,-68.172,-0.46327,6.943,-4.3746,0.20252,0.00018909,0.00050227,0.043511,-0.0001716,-0.0015795,6.3748,6.4368,5.6493,-336.67,1.219,103.28,0.0012292,0.0020782,0.16873,1.9354,74
115,0,6133.333333,-76.634,-0.56888,7.7507,-4.6667,0.18945,0.00021255,0.0004362,0.036055,-0.0001035,-0.00092973,7.1002,7.0817,6.0553,-373.33,2.2152,178.76,0.001784,0.0030287,0.20904,2.3345,75
115,0,6600,-84.876,-0.69188,8.5501,-4.8639,0.2019,0.00026851,0.00044292,0.034053,0.00010848,0.00094972,7.755,7.6608,5.9217,-380.21,1.5213,116.59,0.0022955,0.0039265,0.23266,2.5892,76
115,0,7066.666667,92.082,-0.7982,9.2534,-5.0824,0.19761,0.0003025,0.00042364,0.029931,-0.00024486,-0.0021257,8.3765,8.179,6.09,-415.09,8.6982,655.5,0.002966,0.0050733,0.26496,2.9493,77
115,0,7533.333333,101.44,-0.9485,10.089,-5.3185,0.21928,0.00039238,0.00046144,0.028813,-0.00028803,-0.0024437,9.0974,8.774,6.3545,-423.29,9.4827,682.6,0.0038376,0.0066101,0.30727,3.3547,78
115,0,8000,114.03,-1.1785,11.078,-5.4896,0.22417,0.00047621,0.00047195,0.024244,5.8768e-05,0.00048165,9.885,9.3824,5.8918,-460.16,0.53405,35.865,0.0049861,0.0086742,0.35543,3.7663,79
110,0,1000,-11.718,-0.0033992,0.35033,-0.21935,0.062772,4.8432e-07,2.4732e-05,0.027662,9824700,-4135.6,0.14201,0.0089874,5.8351,10.691,0.00016927,8698.5,8.894e-06,5.0128e-05,92641,0.37538,80
110,0,1466.666667,-13.485,-0.010639,0.88792,-1.4167,0.064402,2.8262e-06,0.00012069,0.027824,-0.00032271,-0.0032186,0.93071,0.9854,3.3009,-94.025,2.0921,208.11,1.0179e-05,1.7487e-05,0.076838,0.69385,81
110,0,1933.333333,-19.724,-0.02917,1.622,-1.7678,0.10114,1.082e-05,0.00027554,0.040691,-0.00018619,-0.0015565,1.5922,1.6784,3.6594,-127.1,0.59973,41.913,2.5889e-05,4.6849e-05,0.077575,0.59657,82
110,0,2400,-28.287,-0.057073,2.4404,-2.3163,0.094598,1.7493e-05,0.00025703,0.03438,-0.00049254,-0.0036788,2.3384,2.4444,4.0439,-139.37,4.3285,241.47,5.906e-05,0.00011091,0.091356,0.63842,83
110,0,2866.666667,-35.588,-0.092636,3.1753,-2.5133,0.11273,3.0295e-05,0.00030098,0.037444,-4.3538e-05,-0.00029893,3.0323,3.1448,3.7998,-173.65,0.033802,1.5934,0.00010027,0.00019277,0.090964,0.65623,84
110,0,3333.333333,-44.404,-0.13978,3.9672,-2.7664,0.11682,4.3064e-05,0.00028274,0.034672,0.00013862,0.00089537,3.7641,3.8622,4.2394,-209.19,0.39763,16.59,0.00017979,0.00035086,0.11557,0.76921,85
110,0,3800,-53.26,-0.19119,4.7255,-3.1239,0.11192,5.3443e-05,0.00024253,0.029545,-0.00017287,-0.0010718,4.4701,4.5299,4.2427,-218.09,2.595,99.758,0.00029671,0.00058708,0.13969,0.93349,86
110,0,4266.666667,-61.71,-0.23676,5.374,-3.4565,0.098081,5.6895e-05,0.00018819,0.023067,0.00020528,0.0012342,5.1018,5.1068,4.2005,-253.47,3.3195,120,0.00045503,0.00090475,0.16715,1.1175,87
110,0,4733.333333,-70.99,-0.29566,6.1352,-3.6084,0.097912,7.0438e-05,0.00017104,0.020208,0.00027489,0.0016207,5.7633,5.6898,4.8866,-260.68,4.0792,141.79,0.00068587,0.0013724,0.21069,1.3791,88
110,0,5200,-82.063,-0.36398,7.0165,-3.8419,0.099303,8.9668e-05,0.00015874,0.017456,0.00068692,0.0039807,6.5678,6.3693,4.4626,-297.63,25.663,861.91,0.0010221,0.0020452,0.24353,1.6153,89
110,0,5666.666667,92.7,-0.43124,7.8316,-4.2411,0.11057,0.0001211,0.0001674,0.016589,-0.00030633,-0.0017754,7.3354,6.969,4.7434,-334.46,5.5094,185.07,0.0015083,0.0030034,0.29572,2.0013,90
110,0,6133.333333,103.57,-0.48707,8.6226,-4.5297,0.14421,0.00018792,0.00021359,0.018336,0.00045841,0.0026734,8.1045,7.5391,5.3936,-371.68,14.156,481.43,0.0021159,0.004185,0.35458,2.4023,91
110,0,6600,113.85,-0.54451,9.375,-4.8083,0.21009,0.0003197,0.0003174,0.022778,0.00067702,0.0039159,8.8069,8.0454,4.956,-378.97,28.028,937.69,0.0027258,0.0054036,0.39433,2.7321,92
110,0,7066.666667,122.6,-0.5826,10.075,-5.0294,0.33991,0.00059282,0.00054243,0.032127,-0.00048185,-0.0028414,9.4797,8.4909,5.1881,-414.84,13.5,469.46,0.0034614,0.006792,0.44061,3.1027,93
110,0,7533.333333,-139.67,-0.81692,10.771,-5.2898,0.33616,0.00066308,0.00055412,0.024229,-0.00083232,-0.0045152,9.9546,8.7494,5.1837,-421.85,93.174,2742.3,0.0041414,0.0083896,0.54109,3.5268,94
110,0,8000,172.9,-1.5002,11.674,-5.6084,2.3728,0.00541,0.0043874,0.10041,-0.0002242,-0.0010402,10.216,8.7207,4.5717,-458.52,5.9106,127.24,0.0047646,0.010297,0.73017,3.999,95
105,0,1000,-12.37,-0.0035454,0.7256,-0.70521,0.032594,1.029e-06,4.9078e-05,0.014259,-0.00063577,-0.004095,0.76292,0.80169,2.1772,-56.881,4.7916,198.78,3.5904e-06,7.2925e-06,0.066275,0.37769,96
105,0,1466.666667,-19.718,-0.010281,1.3813,-1.1657,0.036425,2.8263e-06,7.2008e-05,0.014655,0.00033992,0.0017414,1.3843,1.4421,2.2423,-90.53,1.0751,28.213,9.1264e-06,2.0173e-05,0.056849,0.28819,97
105,0,1933.333333,28.497,-0.019799,2.1329,-1.4338,0.041042,5.767e-06,8.3716e-05,0.014878,-0.00020839,-0.00094834,2.0968,2.1519,3.0536,-125.51,0.47644,9.8665,2.4378e-05,5.6102e-05,0.078928,0.33948,98
105,0,2400,-39.446,-0.027273,2.9441,-1.7784,0.031623,6.8635e-06,5.6509e-05,0.010004,6.8862e-07,2.8929e-06,2.879,2.9018,2.5137,-135.78,1.8266e-05,0.00032219,5.1909e-05,0.00012355,0.090853,0.00020153,99
105,0,2866.666667,-49.767,-0.026704,3.6412,-1.9372,0.024849,7.276e-06,3.8009e-05,0.0068729,-0.00022541,-0.00090577,3.6248,3.5784,2.5089,-172.33,1.653,26.689,0.00010332,0.00024843,0.12008,0.51777,100
105,0,3333.333333,-60.681,-0.014286,4.3571,-2.2507,0.022588,8.6705e-06,2.975e-05,0.0053882,-0.00059087,-0.0023468,4.3631,4.2071,3.4109,-208.51,12.9,203.5,0.00019862,0.00047546,0.17182,0.71022,101
105,0,3800,-71.861,-0.0036051,5.0856,-2.728,0.035715,1.7587e-05,4.1563e-05,0.0072795,0.00063278,0.0024788,5.0875,4.7962,2.8835,-216.38,17.358,266.38,0.00031623,0.00076081,0.20439,0.87299,102
105,0,4266.666667,81.972,0.022876,5.7315,-2.9274,0.061107,3.683e-05,6.5344e-05,0.010755,0.00075499,0.0029753,5.781,5.3182,3.0708,-252.8,26.722,414.98,0.00048976,0.0011658,0.25169,1.0864,103
105,0,4733.333333,82.762,0.15911,5.1099,-3.1051,0.030954,1.4794e-05,2.572e-05,0.0053849,0.0034487,0.012064,5.9769,5.3172,4.1263,-260.61,774.81,9481.9,0.0012593,0.0031543,0.73521,2.8991,104
105,0,5200,90.425,0.10431,5.8445,-3.0099,0.091139,5.5867e-05,8.1021e-05,0.014146,0.0015192,0.0061908,5.9834,5.3528,3.129,-254.94,78.471,1303.2,0.00055991,0.0013114,0.27306,1.2295,105
105,0,5666.666667,101.36,0.15607,6.4722,-3.2348,0.17503,0.00012893,0.00015174,0.023013,0.00045014,0.0018711,6.6656,5.8065,3.9012,-291.33,7.0494,121.8,0.00081542,0.0018807,0.33347,1.5256,106
105,0,6133.333333,110.73,0.24323,7.0249,-3.4219,0.26724,0.00022912,0.00023581,0.030405,0.002425,0.010122,7.2979,6.2051,3.629,-298.04,279.8,4875.1,0.0010968,0.0025149,0.38454,1.7905,107
105,0,6600,120.03,0.33938,7.5649,-3.6974,0.43865,0.0004323,0.00040384,0.043144,-0.0016189,-0.0069427,7.9447,6.5867,3.9823,-333.64,141.79,2607.9,0.0014174,0.0032003,0.4252,2.0524,108
105,0,7066.666667,127.63,0.45634,8.0293,-3.8698,0.59123,0.00065277,0.00057655,0.051576,0.0018519,0.0080468,8.5215,6.9037,3.9746,-338.94,210.69,3977.9,0.0017741,0.0039773,0.47544,2.3418,109
105,0,7533.333333,-136.41,0.60444,8.5485,-4.21,0.8042,0.0010012,0.00084626,0.061018,0.0020048,0.0090228,9.2154,7.2661,4.2181,-375.39,278.73,5646,0.0022816,0.0050107,0.52879,2.7195,110
