"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","Cost filtered (V/nT)","Cost unfiltered (V/nT)","Loop","Run_number","C(1D)","A(1D)","G(1D)","By(1D)","Error C(1D)","Error A(1D)","Error G(1D)","Error By(1D)","G2(2D)"
"116.000000","7.000000","873.000000","0.008218","0.008218","17.000000","328.000000","0.701719","1.824322","221.990062","-12.412734","0.004800","0.008159","2.008816","0.947933","221.990062"
"117.000000","7.000000","572.000000","0.007671","0.007671","17.000000","329.000000","0.422607","1.152266","150.204578","-10.937946","0.005049","0.012939","3.063081","1.668765","150.204578"
"116.000000","-10.000000","873.000000","0.004175","0.004175","17.000000","330.000000","0.770992","1.708070","409.095532","16.071971","0.015568","0.014990","7.432816","2.314611","409.095532"
"117.000000","3.000000","890.000000","0.007431","0.007431","17.000000","331.000000","0.342966","1.991936","268.072168","-14.217759","0.008078","0.011158","3.189004","1.364884","268.072168"
"117.000000","7.000000","705.000000","0.008401","0.008401","17.000000","332.000000","0.489113","1.501055","178.675503","-11.544376","0.004635","0.009960","2.254500","1.161757","178.675503"
"121.000000","9.000000","604.000000","0.007832","0.007832","17.000000","333.000000","0.254052","0.901108","115.057450","-29.514446","0.006076","0.019938","4.355493","2.535239","115.057450"
"117.000000","-18.000000","873.000000","0.003310","0.003310","17.000000","334.000000","1.718753","1.088991","328.959960","14.186355","0.010891","0.012247","8.040434","3.008628","328.959960"
"120.000000","7.000000","890.000000","0.010693","0.010693","17.000000","335.000000","0.421486","2.114279","197.722910","-16.420230","0.009031","0.017425","3.189273","1.581886","197.722910"
"116.000000","-11.500000","873.000000","0.003900","0.003900","17.000000","336.000000","0.975002","1.537492","394.185961","8.750113","0.014702","0.014440","7.782215","2.507893","394.185961"
"121.000000","9.000000","748.000000","0.000000","NaN","17.000000","337.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","0.000000"
"117.000000","7.000000","873.000000","0.008856","0.008856","17.000000","338.000000","0.632407","1.938769","218.913963","-14.427950","0.006533","0.011278","2.566457","1.218856","218.913963"
"116.000000","7.000000","873.000000","0.007832","0.007832","17.000000","339.000000","0.690318","1.814427","231.672969","-13.545681","0.008048","0.013050","3.412181","1.577995","231.672969"
"117.000000","7.000000","890.000000","0.009184","0.009184","17.000000","340.000000","0.593671","2.033915","221.461092","-8.836092","0.009781","0.016668","3.670084","1.733699","221.461092"
"116.000000","7.000000","873.000000","0.008483","0.008483","18.000000","341.000000","0.671008","1.895362","223.418127","-13.695083","0.006065","0.010237","2.446046","1.150855","223.418127"
"116.000000","7.000000","873.000000","0.008306","0.008306","18.000000","342.000000","0.669488","1.895668","228.225351","-11.401963","0.005621","0.009266","2.274976","1.059668","228.225351"
"116.000000","7.000000","873.000000","0.008631","0.008631","18.000000","343.000000","0.660075","1.918554","222.282067","-12.972703","0.005694","0.009665","2.266704","1.068986","222.282067"
"116.000000","7.000000","873.000000","0.008652","0.008652","18.000000","344.000000","0.678239","1.935967","223.772169","-10.434924","0.005680","0.009569","2.243293","1.054642","223.772169"
"116.000000","7.000000","873.000000","0.008223","0.008223","18.000000","345.000000","0.675846","1.871413","227.580871","-12.525566","0.007682","0.012705","3.148247","1.468426","227.580871"
"116.000000","7.000000","873.000000","0.008648","0.008648","18.000000","346.000000","0.661483","1.923414","222.402283","-12.844805","0.006064","0.010287","2.408048","1.135359","222.402283"
"116.000000","7.000000","873.000000","0.008567","0.008567","18.000000","347.000000","0.649808","1.896454","221.361682","-13.064124","0.007769","0.013248","3.126479","1.477281","221.361682"
"116.000000","7.000000","873.000000","0.008737","0.008737","18.000000","348.000000","0.656075","1.950544","223.261626","-10.756011","0.005961","0.010068","2.335709","1.099260","223.261626"
"117.000000","7.000000","705.000000","0.009622","0.009622","18.000000","349.000000","0.481021","1.659163","172.426823","-8.317415","0.005367","0.011968","2.342017","1.221857","172.426823"
"116.000000","7.000000","873.000000","0.008113","0.008113","18.000000","350.000000","0.691630","1.839940","226.797140","-13.919489","0.005761","0.009564","2.399854","1.121210","226.797140"
"117.000000","7.000000","705.000000","0.008953","0.008953","18.000000","351.000000","0.493518","1.558468","174.081671","-15.821405","0.005301","0.011705","2.468376","1.283642","174.081671"
"116.000000","-15.000000","873.000000","0.003641","0.003641","18.000000","352.000000","1.460789","1.285669","353.069755","10.457326","0.011661","0.012352","7.331999","2.597398","353.069755"
"117.000000","7.000000","873.000000","0.009093","0.009093","18.000000","353.000000","0.557757","1.992069","219.089148","-13.554494","0.007527","0.012983","2.878343","1.366465","219.089148"
"75.000000","7.000000","873.000000","0.000637","0.000637","18.000000","354.000000","3.038453","0.274610","431.332083","-11.198154","0.001658","0.001558","4.934008","1.458138","431.332083"
"117.000000","7.000000","705.000000","0.008309","0.008309","18.000000","355.000000","0.468465","1.441934","173.529029","-13.246883","0.003355","0.007434","1.687425","0.878461","173.529029"
"116.000000","-18.000000","575.000000","0.002969","0.002969","18.000000","356.000000","1.224380","0.740604","249.447127","8.447394","0.005033","0.007520","5.290055","2.356152","249.447127"
"117.000000","7.000000","890.000000","0.008618","0.008618","18.000000","357.000000","0.558443","1.921805","223.009416","-13.409617","0.006148","0.010397","2.444533","1.151117","223.009416"
"117.000000","7.000000","705.000000","0.009716","0.009716","18.000000","358.000000","0.294553","1.457527","150.019452","-21.447564","0.008683","0.022280","4.162972","2.268940","150.019452"
"120.000000","7.000000","890.000000","0.010444","0.010444","18.000000","359.000000","0.433082","2.060722","197.316638","-14.956322","0.008444","0.016328","3.058117","1.518055","197.316638"
"117.000000","7.000000","705.000000","0.007939","0.007939","18.000000","360.000000","0.489610","1.447667","182.346706","-11.591108","0.005055","0.010633","2.561478","1.310334","182.346706"
"117.000000","7.000000","890.000000","0.008496","0.008496","19.000000","361.000000","0.611422","1.906134","224.358568","-13.627708","0.005254","0.008826","2.108461","0.990084","224.358568"
"116.000000","7.000000","890.000000","0.008088","0.008088","19.000000","362.000000","0.653989","1.863644","230.421209","-13.221190","0.005782","0.009431","2.384349","1.105553","230.421209"
"116.000000","7.000000","873.000000","0.007630","0.007630","19.000000","363.000000","0.646556","1.783241","233.714127","-13.902605","0.007263","0.011663","3.137869","1.444948","233.714127"
"117.000000","7.000000","870.000000","0.008956","0.008956","19.000000","364.000000","0.569841","1.912072","213.502804","-14.371048","0.006249","0.011089","2.477703","1.189925","213.502804"
"116.000000","7.000000","825.000000","0.007638","0.007638","19.000000","365.000000","0.619212","1.664038","217.862495","-12.677443","0.008453","0.014669","3.865466","1.839736","217.862495"
"116.000000","7.000000","873.000000","0.007915","0.007915","19.000000","366.000000","0.655933","1.807797","228.412642","-12.184532","0.006450","0.010624","2.738086","1.274895","228.412642"
"116.000000","7.000000","873.000000","0.008218","0.008218","19.000000","367.000000","0.646363","1.848549","224.932669","-11.117696","0.004815","0.008066","1.993421","0.934916","224.932669"
"116.000000","7.000000","873.000000","0.008049","0.008049","19.000000","368.000000","0.647055","1.834648","227.924515","-12.947767","0.005513","0.009102","2.305117","1.074403","227.924515"
"116.000000","7.000000","873.000000","0.007913","0.007913","19.000000","369.000000","0.655917","1.814964","229.368790","-13.998932","0.005541","0.009085","2.344711","1.089582","229.368790"
"116.000000","7.000000","873.000000","0.008190","0.008190","19.000000","370.000000","0.642034","1.860445","227.150496","-11.677693","0.005993","0.009931","2.469470","1.152849","227.150496"
"117.000000","7.000000","705.000000","0.008272","0.008272","19.000000","371.000000","0.488641","1.484883","179.503034","-12.761480","0.005054","0.010808","2.487760","1.279862","179.503034"
"96.000000","7.000000","873.000000","0.000000","NaN","19.000000","372.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","0.000000"
"117.000000","7.000000","712.000000","0.009286","0.009286","19.000000","373.000000","0.461066","1.595613","171.832019","-10.472818","0.004622","0.010344","2.095640","1.094615","171.832019"
"116.000000","7.000000","873.000000","0.008099","0.008099","19.000000","374.000000","0.640496","1.848311","228.215901","-15.647909","0.005726","0.009440","2.376861","1.107215","228.215901"
"117.000000","7.000000","705.000000","0.008748","0.008748","19.000000","375.000000","0.478484","1.534195","175.371103","-14.423590","0.004679","0.010252","2.216940","1.149937","175.371103"
"116.000000","7.000000","873.000000","0.008127","0.008127","19.000000","376.000000","0.653817","1.839172","226.293991","-13.370770","0.006924","0.011523","2.884553","1.349064","226.293991"
"117.000000","7.000000","705.000000","0.008798","0.008798","19.000000","377.000000","0.477690","1.544924","175.606557","-15.029479","0.005124","0.011213","2.412041","1.250560","175.606557"
"116.000000","7.000000","873.000000","0.008211","0.008211","19.000000","378.000000","0.656746","1.847255","224.972968","-14.140322","0.006588","0.011034","2.729495","1.280078","224.972968"
"120.000000","7.000000","890.000000","0.011146","0.011146","19.000000","379.000000","0.447849","2.119019","190.122590","-16.215061","0.008447","0.016998","2.951441","1.486552","190.122590"
"117.000000","7.000000","705.000000","0.008503","0.008503","19.000000","380.000000","0.487344","1.510531","177.652397","-15.626996","0.004853","0.010492","2.342777","1.209741","177.652397"
"116.000000","7.000000","501.000000","0.007168","0.007168","20.000000","381.000000","0.390215","0.987477","137.770334","-11.756550","0.002591","0.007214","1.790160","0.998696","137.770334"
"116.000000","7.000000","873.000000","0.007870","0.007870","20.000000","382.000000","0.660987","1.827262","232.167079","-13.443754","0.005313","0.008594","2.237440","1.033653","232.167079"
"116.000000","7.000000","873.000000","0.008081","0.008081","20.000000","383.000000","0.659024","1.840452","227.758438","-12.770749","0.006817","0.011264","2.841053","1.324656","227.758438"
"116.000000","7.000000","873.000000","0.008274","0.008274","20.000000","384.000000","0.667104","1.851264","223.737052","-16.312989","0.005709","0.009622","2.358199","1.108833","223.737052"
"117.000000","7.000000","705.000000","0.008832","0.008832","20.000000","385.000000","0.482477","1.534879","173.784788","-14.375025","0.005698","0.012604","2.692817","1.401164","173.784788"
"117.000000","7.000000","705.000000","0.008746","0.008746","20.000000","386.000000","0.482329","1.558570","178.203073","-13.590953","0.004009","0.008640","1.877085","0.968195","178.203073"
"117.000000","7.000000","890.000000","0.009303","0.009303","20.000000","387.000000","0.599533","2.022023","217.358635","-12.747595","0.007621","0.013260","2.866863","1.365882","217.358635"
"116.000000","7.000000","639.000000","0.007777","0.007777","20.000000","388.000000","0.499051","1.331475","171.212889","-12.408598","0.003439","0.007725","1.866725","0.976248","171.212889"
"117.000000","7.000000","705.000000","0.008703","0.008703","20.000000","389.000000","0.481782","1.547393","177.801845","-11.935427","0.004609","0.009955","2.172251","1.121320","177.801845"
"117.000000","7.000000","426.000000","0.007026","0.007026","20.000000","390.000000","0.299626","0.784409","111.641594","-11.886202","0.001841","0.006199","1.500928","0.879053","111.641594"
"117.000000","7.000000","705.000000","0.008641","0.008641","20.000000","391.000000","0.497087","1.530727","177.145207","-12.335273","0.004762","0.010326","2.266901","1.171707","177.145207"
"117.000000","7.000000","705.000000","0.008468","0.008468","20.000000","392.000000","0.499029","1.523556","179.915197","-12.098850","0.004345","0.009270","2.085783","1.072175","179.915197"
"112.000000","7.000000","705.000000","0.005910","0.005910","20.000000","393.000000","0.777603","1.266825","214.352258","-16.403083","0.004955","0.008754","2.967228","1.422570","214.352258"
"117.000000","7.000000","890.000000","0.009430","0.009430","20.000000","394.000000","0.592885","2.043160","216.671038","-12.737688","0.007282","0.012714","2.709441","1.292716","216.671038"
"117.000000","-8.500000","870.000000","0.004154","0.004154","20.000000","395.000000","0.529488","1.732743","417.153498","2.952778","0.015609","0.014884","7.351476","2.245291","417.153498"
"117.000000","1.000000","705.000000","0.006495","0.006495","20.000000","396.000000","0.254823","1.567664","241.348194","-14.065826","0.006249","0.009684","3.087101","1.398904","241.348194"
"117.000000","7.000000","712.000000","0.008633","0.008633","20.000000","397.000000","0.476756","1.550316","179.576841","-12.957042","0.004717","0.010083","2.224047","1.144025","179.576841"
"117.000000","7.000000","705.000000","0.008921","0.008921","20.000000","398.000000","0.478742","1.566216","175.561064","-11.807433","0.003909","0.008556","1.814819","0.940983","175.561064"
"120.000000","7.000000","890.000000","0.011009","0.011009","20.000000","399.000000","0.431298","2.138557","194.260194","-15.776914","0.008981","0.017662","3.124039","1.560411","194.260194"
"117.000000","7.000000","705.000000","0.008261","0.008261","20.000000","400.000000","0.495609","1.493592","180.791671","-12.903886","0.005213","0.011065","2.555281","1.311234","180.791671"
"117.000000","7.000000","695.000000","0.008878","0.008878","21.000000","401.000000","0.472988","1.549597","174.537118","-13.104680","0.004738","0.010433","2.220175","1.153505","174.537118"
"87.000000","7.000000","705.000000","0.001574","0.001574","21.000000","402.000000","2.467196","0.560185","355.975402","-10.102069","0.002750","0.002894","3.970744","1.397347","355.975402"
"111.000000","7.000000","688.000000","0.005642","0.005642","21.000000","403.000000","0.760752","1.227444","217.562193","-11.468194","0.003862","0.006712","2.393379","1.139800","217.562193"
"117.000000","7.000000","712.000000","0.008545","0.008545","21.000000","404.000000","0.473798","1.511455","176.884640","-15.172774","0.004688","0.010182","2.259649","1.168589","176.884640"
"117.000000","7.000000","705.000000","0.008693","0.008693","21.000000","405.000000","0.475358","1.538551","176.995438","-12.391891","0.004829","0.010480","2.286538","1.182209","176.995438"
"117.000000","7.000000","712.000000","0.008763","0.008763","21.000000","406.000000","0.495066","1.549413","176.813619","-10.769312","0.004147","0.009011","1.949734","1.008424","176.813619"
"92.000000","-6.000000","705.000000","0.001632","0.001632","21.000000","407.000000","2.055628","0.910924","558.231265","-6.423516","0.021433","0.019270","19.410848","4.244655","558.231265"
"117.000000","7.000000","824.000000","0.008735","0.008735","21.000000","408.000000","0.535484","1.771985","202.869569","-16.778789","0.006366","0.011945","2.696383","1.323503","202.869569"
"117.000000","7.000000","705.000000","0.008089","0.008089","21.000000","409.000000","0.478942","1.463871","180.972525","-14.556840","0.004643","0.009844","2.322512","1.191376","180.972525"
"117.000000","7.000000","705.000000","0.008301","0.008301","21.000000","410.000000","0.481858","1.476581","177.873914","-15.220068","0.004913","0.010608","2.426967","1.252658","177.873914"
"117.000000","7.000000","705.000000","0.008580","0.008580","21.000000","411.000000","0.478535","1.528281","178.115246","-11.631460","0.004141","0.008927","1.976782","1.019782","178.115246"
"117.000000","7.000000","705.000000","0.008297","0.008297","21.000000","412.000000","0.485611","1.502498","181.081786","-10.283403","0.003768","0.007985","1.836902","0.942038","181.081786"
"117.000000","7.000000","705.000000","0.008324","0.008324","21.000000","413.000000","0.492293","1.494335","179.524747","-12.670071","0.003626","0.007753","1.773660","0.912443","179.524747"
"117.000000","7.000000","532.000000","0.007976","0.007976","21.000000","414.000000","0.374152","1.100922","138.037564","-13.446510","0.002343","0.006514","1.453252","0.810336","138.037564"
"117.000000","7.000000","854.000000","0.009060","0.009060","21.000000","415.000000","0.577475","1.894663","209.133832","-12.131204","0.005906","0.010720","2.353670","1.140522","209.133832"
"117.000000","7.000000","645.000000","0.008620","0.008620","21.000000","416.000000","0.445803","1.403300","162.800558","-10.869591","0.003476","0.008222","1.768460","0.940232","162.800558"
"117.000000","7.000000","890.000000","0.008776","0.008776","21.000000","417.000000","0.599595","1.939418","220.982450","-13.586847","0.006276","0.010723","2.468971","1.167530","220.982450"
"117.000000","7.000000","705.000000","0.008799","0.008799","21.000000","418.000000","0.481587","1.539174","174.935870","-12.165561","0.004459","0.009796","2.104911","1.092749","174.935870"
"120.000000","7.000000","890.000000","0.011003","0.011003","21.000000","419.000000","0.440797","2.148275","195.249553","-15.460078","0.009024","0.017650","3.128116","1.559322","195.249553"
"123.000000","7.000000","705.000000","0.000000","NaN","21.000000","420.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","0.000000"
"117.000000","7.000000","705.000000","0.008879","0.008879","22.000000","421.000000","0.490336","1.561931","175.905474","-12.542328","0.004802","0.010488","2.236403","1.158789","175.905474"
"85.000000","7.000000","645.000000","0.001394","0.001394","22.000000","422.000000","2.342390","0.459337","329.565763","-8.461189","0.001698","0.001906","2.972252","1.110470","329.565763"
"117.000000","-3.000000","645.000000","0.004887","0.004887","22.000000","423.000000","0.218047","1.277113","261.323184","-12.923066","0.008618","0.012237","5.287990","2.296325","261.323184"
"78.000000","7.000000","705.000000","0.000880","0.000880","22.000000","424.000000","2.555208","0.316303","359.577556","-6.063020","0.001802","0.001882","4.611636","1.609407","359.577556"
"117.000000","7.000000","705.000000","0.008076","0.008076","22.000000","425.000000","0.455494","1.413269","175.001576","-13.593029","0.003892","0.008548","2.001119","1.038742","175.001576"
"117.000000","7.000000","645.000000","0.007754","0.007754","22.000000","426.000000","0.440381","1.280516","165.136083","-13.768610","0.004718","0.010999","2.639725","1.397088","165.136083"
"117.000000","7.500000","447.000000","0.007129","0.007129","22.000000","427.000000","0.320563","0.818897","114.866702","-8.905528","0.001603","0.005268","1.263990","0.735956","114.866702"
"117.000000","7.000000","705.000000","0.007971","0.007971","22.000000","428.000000","0.493754","1.426205","178.925706","-14.046700","0.003769","0.008089","1.930423","0.994283","178.925706"
"117.000000","0.000000","712.000000","0.006269","0.006269","22.000000","429.000000","0.245544","1.538036","245.336547","-10.104334","0.006435","0.009792","3.248272","1.459476","245.336547"
"117.000000","7.000000","705.000000","0.008163","0.008163","22.000000","430.000000","0.491185","1.450760","177.722630","-13.295717","0.003815","0.008244","1.917643","0.990057","177.722630"
"117.000000","7.000000","890.000000","0.009207","0.009207","22.000000","431.000000","0.570325","1.989725","216.116876","-10.819131","0.006751","0.011819","2.577884","1.231331","216.116876"
"117.000000","7.000000","824.000000","0.008548","0.008548","22.000000","432.000000","0.559550","1.745107","204.144932","-12.452241","0.004664","0.008692","2.008593","0.983295","204.144932"
"91.000000","7.000000","705.000000","0.002019","0.002019","22.000000","433.000000","2.303143","0.698490","346.000405","-13.381505","0.003996","0.004303","4.618227","1.662737","346.000405"
"117.000000","7.000000","824.000000","0.009101","0.009101","22.000000","434.000000","0.532058","1.840942","202.283151","-12.983156","0.006114","0.011508","2.491260","1.224226","202.283151"
"117.000000","7.000000","695.000000","0.008600","0.008600","22.000000","435.000000","0.470628","1.485926","172.775668","-11.332876","0.003939","0.008766","1.920377","1.001209","172.775668"
"117.000000","7.000000","712.000000","0.008259","0.008259","22.000000","436.000000","0.489991","1.497830","181.358644","-14.183269","0.004439","0.009391","2.171199","1.112898","181.358644"
"117.000000","7.000000","854.000000","0.008738","0.008738","22.000000","437.000000","0.586929","1.841049","210.702238","-15.389488","0.006012","0.010823","2.469142","1.192678","210.702238"
"117.000000","-19.000000","890.000000","0.003463","0.003463","22.000000","438.000000","1.878160","1.092728","315.575869","18.138596","0.007729","0.009033","5.666090","2.185066","315.575869"
"120.000000","7.000000","890.000000","0.010508","0.010508","22.000000","439.000000","0.416808","2.071002","197.079661","-13.522127","0.010357","0.020053","3.731322","1.853097","197.079661"
"117.000000","7.000000","712.000000","0.008248","0.008248","22.000000","440.000000","0.469233","1.514843","183.662441","-14.741721","0.005377","0.011225","2.608085","1.330711","183.662441"
"117.000000","7.000000","705.000000","0.008208","0.008208","23.000000","441.000000","0.479225","1.487157","181.189272","-14.540936","0.003651","0.007732","1.798260","0.922053","181.189272"
"117.000000","7.000000","712.000000","0.008415","0.008415","23.000000","442.000000","0.464574","1.524696","181.180112","-12.754355","0.006182","0.013093","2.970052","1.522892","181.180112"
"117.000000","7.000000","712.000000","0.008609","0.008609","23.000000","443.000000","0.477791","1.550022","180.037999","-11.884250","0.004801","0.010235","2.265520","1.164280","180.037999"
"117.000000","-6.000000","705.000000","0.000000","NaN","23.000000","444.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","0.000000"
"117.000000","7.000000","712.000000","0.008678","0.008678","23.000000","445.000000","0.464310","1.559831","179.752823","-14.618439","0.004495","0.009600","2.107175","1.083543","179.752823"
"117.000000","7.000000","712.000000","0.008407","0.008407","23.000000","446.000000","0.479506","1.541853","183.391091","-10.566174","0.003938","0.008234","1.876112","0.957727","183.391091"
"102.000000","7.000000","459.000000","0.003257","0.003257","23.000000","447.000000","0.990344","0.690357","211.957011","-5.621650","0.002163","0.003868","2.371647","1.142531","211.957011"
"117.000000","7.000000","712.000000","0.008779","0.008779","23.000000","448.000000","0.467760","1.571005","178.948533","-11.696838","0.003969","0.008515","1.845218","0.950337","178.948533"
"117.000000","7.000000","413.000000","0.007021","0.007021","23.000000","449.000000","0.277058","0.762393","108.591474","-10.500035","0.001948","0.006719","1.619551","0.953848","108.591474"
"120.000000","7.000000","712.000000","0.010353","0.010353","23.000000","450.000000","0.354875","1.650026","159.378152","-15.494439","0.006424","0.015522","2.764154","1.479478","159.378152"
"117.000000","7.000000","854.000000","0.008588","0.008588","23.000000","451.000000","0.578904","1.851800","215.616674","-16.203218","0.006518","0.011441","2.673192","1.278260","215.616674"
"117.000000","7.000000","824.000000","0.008884","0.008884","23.000000","452.000000","0.548000","1.856523","208.978268","-11.850220","0.005923","0.010760","2.408828","1.167619","208.978268"
"117.000000","7.000000","776.000000","0.009085","0.009085","23.000000","453.000000","0.525548","1.733827","190.854910","-14.463856","0.005563","0.011150","2.377794","1.195838","190.854910"
"117.000000","7.000000","695.000000","0.008799","0.008799","23.000000","454.000000","0.478809","1.551597","176.343348","-8.873508","0.004196","0.009141","1.968364","1.018998","176.343348"
"117.000000","7.000000","824.000000","0.008967","0.008967","23.000000","455.000000","0.564928","1.825509","203.588291","-15.131249","0.005160","0.009644","2.122910","1.040470","203.588291"
"117.000000","7.000000","731.000000","0.008609","0.008609","23.000000","456.000000","0.504300","1.589664","184.659203","-10.909515","0.003966","0.008232","1.835341","0.934545","184.659203"
"117.000000","7.000000","890.000000","0.008753","0.008753","23.000000","457.000000","0.599765","1.958426","223.750860","-14.051866","0.005952","0.010029","2.323780","1.092579","223.750860"
"117.000000","-5.500000","695.000000","0.000000","NaN","23.000000","458.000000","0.000000","0.000000","0.000000","0.000000","NaN","NaN","NaN","NaN","0.000000"
"120.000000","7.000000","890.000000","0.011014","0.011014","23.000000","459.000000","0.427997","2.168969","196.933601","-15.067995","0.009490","0.018390","3.264090","1.621561","196.933601"
"117.000000","7.000000","854.000000","0.008712","0.008712","23.000000","460.000000","0.573650","1.865143","214.096889","-13.492022","0.008703","0.015396","3.539207","1.697618","214.096889"
"117.000000","-9.500000","712.000000","0.003793","0.003793","24.000000","461.000000","0.517315","1.369289","361.020877","5.208687","0.010429","0.010859","6.166079","2.144759","361.020877"
"117.000000","7.000000","854.000000","0.008421","0.008421","24.000000","462.000000","0.548486","1.877804","222.980520","-12.813631","0.010702","0.018103","4.355160","2.050927","222.980520"
"115.000000","7.000000","854.000000","0.007655","0.007655","24.000000","463.000000","0.675143","1.774828","231.846827","-15.109514","0.006657","0.010785","2.885552","1.333998","231.846827"
"117.000000","7.000000","712.000000","0.008808","0.008808","24.000000","464.000000","0.474694","1.582538","179.661881","-11.673426","0.005168","0.011042","2.387578","1.227924","179.661881"
"117.000000","7.000000","725.000000","0.008607","0.008607","24.000000","465.000000","0.489057","1.579085","183.459798","-11.746703","0.004700","0.009824","2.186598","1.116081","183.459798"
"117.000000","7.000000","890.000000","0.008902","0.008902","24.000000","466.000000","0.581241","2.001408","224.829196","-12.933120","0.007421","0.012438","2.837416","1.331067","224.829196"
"117.000000","7.000000","712.000000","0.008681","0.008681","24.000000","467.000000","0.487106","1.573376","181.250751","-12.794958","0.004266","0.009030","1.986137","1.018247","181.250751"
"121.000000","7.000000","854.000000","0.011791","0.011791","24.000000","468.000000","0.368817","2.113741","179.265211","-16.108394","0.009755","0.020893","3.372448","1.735872","179.265211"
"117.000000","7.000000","581.000000","0.007571","0.007571","24.000000","469.000000","0.419268","1.196434","158.035122","-12.252716","0.002711","0.006606","1.605314","0.861450","158.035122"
"96.000000","7.000000","646.000000","0.002756","0.002756","24.000000","470.000000","1.864759","0.839434","304.592500","-11.116623","0.003997","0.004833","3.800198","1.501389","304.592500"
"107.000000","7.000000","824.000000","0.004369","0.004369","24.000000","471.000000","1.253085","1.315189","300.996455","-13.781146","0.006579","0.008051","3.988259","1.588400","300.996455"
"117.000000","7.000000","712.000000","0.008926","0.008926","24.000000","472.000000","0.463746","1.570092","175.905101","-12.153579","0.004639","0.010133","2.149387","1.113700","175.905101"
"117.000000","7.000000","824.000000","0.009392","0.009392","24.000000","473.000000","0.541305","1.883193","200.518179","-11.277773","0.006856","0.013028","2.726043","1.344399","200.518179"
"92.000000","7.000000","516.000000","0.002125","0.002125","24.000000","474.000000","1.679918","0.561880","264.444326","-9.747417","0.002428","0.003403","3.391375","1.462778","264.444326"
"117.000000","7.000000","776.000000","0.008943","0.008943","24.000000","475.000000","0.505077","1.705428","190.701892","-13.860855","0.005186","0.010403","2.253139","1.133489","190.701892"
"117.000000","7.000000","712.000000","0.008740","0.008740","24.000000","476.000000","0.473290","1.555332","177.958566","-12.516101","0.004556","0.009831","2.136623","1.102591","177.958566"
"120.000000","7.000000","712.000000","0.009899","0.009899","24.000000","477.000000","0.356169","1.579791","159.596471","-16.126246","0.008476","0.020452","3.810711","2.038778","159.596471"
"112.000000","7.000000","695.000000","0.005918","0.005918","24.000000","478.000000","0.767334","1.275069","215.447737","-11.461432","0.002565","0.004507","1.527821","0.730780","215.447737"
"120.000000","7.000000","890.000000","0.011017","0.011017","24.000000","479.000000","0.431032","2.127206","193.088091","-15.816143","0.008841","0.017500","3.087732","1.545930","193.088091"
"117.000000","7.000000","824.000000","0.008409","0.008409","24.000000","480.000000","0.568917","1.758604","209.124677","-14.370164","0.005541","0.010058","2.379022","1.152858","209.124677"
"117.000000","7.000000","712.000000","0.008787","0.008787","25.000000","481.000000","0.481579","1.561576","177.704532","-13.633646","0.004649","0.010047","2.170866","1.120836","177.704532"
"84.000000","7.000000","712.000000","0.001304","0.001304","25.000000","482.000000","2.574646","0.471557","361.541487","-8.345069","0.002248","0.002338","3.859786","1.341054","361.541487"
"82.000000","7.000000","712.000000","0.001207","0.001207","25.000000","483.000000","2.593467","0.432241","358.046454","-6.941075","0.002556","0.002679","4.785508","1.675975","358.046454"
"117.000000","7.000000","712.000000","0.008430","0.008430","25.000000","484.000000","0.460468","1.479910","175.549127","-11.566541","0.004222","0.009241","2.074275","1.075535","175.549127"
"117.000000","7.000000","712.000000","0.008643","0.008643","25.000000","485.000000","0.479183","1.495783","173.053773","-13.826720","0.005199","0.011551","2.518915","1.312565","173.053773"
"117.000000","-9.500000","712.000000","0.003783","0.003783","25.000000","486.000000","0.479253","1.362653","360.237732","0.912456","0.010289","0.010731","6.112259","2.129759","360.237732"
"117.000000","7.000000","890.000000","0.008481","0.008481","25.000000","487.000000","0.580684","1.893815","223.302020","-15.597078","0.006239","0.010537","2.518050","1.185052","223.302020"
"117.000000","7.000000","712.000000","0.008282","0.008282","25.000000","488.000000","0.483753","1.496208","180.649940","-12.604034","0.003797","0.008066","1.857686","0.953532","180.649940"
"117.000000","7.000000","712.000000","0.008551","0.008551","25.000000","489.000000","0.482812","1.529449","178.860777","-14.180440","0.003954","0.008489","1.888256","0.972691","178.860777"
"117.000000","7.000000","890.000000","0.008865","0.008865","25.000000","490.000000","0.588077","1.951014","220.078270","-11.480416","0.005363","0.009204","2.095663","0.992833","220.078270"
"117.000000","7.000000","776.000000","0.008497","0.008497","25.000000","491.000000","0.524793","1.648742","194.036463","-12.867705","0.005290","0.010415","2.386094","1.192322","194.036463"
"117.000000","7.000000","566.000000","0.008345","0.008345","25.000000","492.000000","0.390499","1.208618","144.828446","-9.682189","0.002927","0.007771","1.676052","0.922564","144.828446"
"117.000000","7.000000","824.000000","0.008923","0.008923","25.000000","493.000000","0.554715","1.805416","202.326346","-10.457856","0.005990","0.011272","2.488931","1.222945","202.326346"
"117.000000","7.000000","890.000000","0.008165","0.008165","25.000000","494.000000","0.600283","1.875062","229.647861","-15.268434","0.009833","0.016100","4.027923","1.870713","229.647861"
