"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","Sensitivity (T/sqrt(Hz)"
131,13,1500,165.93,0.49732,1.0994,-27.699,8.1823,1.1984e-05,6.062e-05,6.5279,0.0021982,0.0081547,1.5471,0.97482,-22.598,302.02,761.78,10483,4.9514e-05,7.9896e-05,1.6625,6.9741,6.7877e-10
131,15,1500,170.9,0.64365,1.014,-25.923,4.4542,5.3827e-06,2.7813e-05,3.6805,0.0048989,0.017313,1.598,0.88477,-23.58,294.43,1851.7,23128,3.4796e-05,5.4698e-05,1.4543,5.9981,1.4124e-10
131,5,1500,147.12,0.087146,1.2893,-41.582,2.7128,6.6371e-06,2.7258e-05,1.5997,0.0044416,0.022005,1.3246,1.1569,-17.464,305.02,862.65,21173,6.87e-05,9.4944e-05,1.3032,7.5576,1.1897e-10
131,5,1700,150.3,0.13996,1.6446,-45.584,8.6861,3.5162e-05,0.00013188,4.7649,-0.26801,-1.0283,1.731,1.504,-20.113,270.01,0.089217,1.3113,0.00012011,0.00013879,3.2276,10.626,7.8824e-11
131,5,1900,169.47,0.17002,1.8998,-43.691,12.396,6.0188e-05,0.00020228,7.2327,-0.0033677,-0.011914,2.0253,1.7352,-17.652,310.53,1245.3,15586,0.00024065,0.00039179,1.5244,9.9409,1.6207e-10
131,5,2100,191.66,0.21258,1.995,-42.806,18.435,9.0403e-05,0.00027042,11.022,-0.28287,-0.95299,2.3155,1.9396,-20.312,270.91,0.15583,1.7663,0.00022465,0.00026758,4.0185,11.787,4.4809e-11
131,5,2300,191.58,0.24604,2.3137,-53.639,35.747,0.00025462,0.00063305,17.861,-0.010245,-0.033689,2.5695,2.1255,-17.117,354.61,3901.5,42195,0.00029197,0.00040754,3.2541,10.402,2.0277e-10
131,5,2500,207.76,0.31227,2.521,-41.566,20.776,0.00015391,0.00043398,12.618,-0.014303,-0.04663,2.885,2.3432,-20.414,371.22,0.056662,0.60218,0.00027647,0.00033341,3.5338,10.136,1.0811e-10
115,5,2500,357,1.4559,2.2448,-25.548,75.316,0.00033273,0.00068913,42.129,0.012329,0.023134,3.6883,1.6137,-15.262,494.39,30015,105680,0.0002716,0.00055706,6.0807,12.899,8.2632e-11
119,5,2500,339.29,1.0512,2.3655,-19.142,58.074,0.00027933,0.00068081,36.96,0.6997,1.3519,3.3786,1.84,-20.295,465.84,0.49553,1.8425,0.00016427,0.00023454,5.2927,9.6661,1.7612e-10
123,5,2500,288.15,0.775,2.2078,-21.071,66.386,0.00029297,0.00086769,47.65,0.22135,0.49878,3.0811,1.9441,-20.316,418.76,0.23163,1.1746,0.00018459,0.00024869,4.6376,9.6795,1.4093e-10
127,5,2500,250.75,0.46364,2.4861,-31.179,23.785,0.00014731,0.00042287,16.088,0.032369,0.092412,2.922,2.1286,-20.361,419.88,0.17482,1.4248,0.00021121,0.00026475,3.6763,9.4115,2.2574e-10
131,5,2500,224.23,0.23278,2.6248,-23.408,27.969,0.00019371,0.00076966,22.541,-0.0071906,-0.027796,2.8357,2.2931,-20.384,420.2,0.20711,3.0949,0.0002764,0.0003213,3.2729,10.973,1.4896e-10
135,5,2500,200.99,0.11123,2.6348,-27.413,17.448,0.00013133,0.00053824,13.616,-0.054115,-0.27865,2.7141,2.3559,-20.303,418.58,0.019466,0.51548,0.00032081,0.00035281,2.8782,12.556,2.2991e-10
135,5,2500,179.38,0.18008,2.5941,-40.059,17.858,0.00015141,0.00051436,11.195,0.001976,0.0082797,2.7488,2.3913,-23.036,359.13,437.4,7680.2,0.0004661,0.00073176,1.236,10.305,4.7857e-11
135,7,2500,195.96,0.18706,2.6948,-28.694,13.032,0.00010481,0.00042742,9.993,-0.0069877,-0.032927,2.8677,2.4354,-20.379,420.14,0.11902,2.6427,0.00030594,0.00034177,2.7531,11.065,1.4092e-10
135,9,2500,208.87,0.29505,2.6879,-24.802,37.983,0.00028733,0.001206,30.713,-0.012355,-0.053854,3.0064,2.4368,-20.386,420.02,0.037927,0.72053,0.00029015,0.00032893,2.7707,10.365,3.3153e-10
135,11,2500,199.86,0.48171,2.6543,-27.458,18.124,0.00013888,0.00057231,14.152,-0.11241,-0.45934,3.1138,2.3703,-20.432,418.46,0.035583,0.59287,0.00026839,0.00030823,2.8473,10.036,2.6069e-10
135,13,2500,209.74,0.67877,2.5619,-18.476,16.708,0.00011051,0.00055185,15.118,-0.087433,-0.34455,3.1712,2.2515,-20.436,418.57,0.026491,0.41069,0.0002359,0.00027301,2.8532,9.7321,2.7396e-10
135,15,2500,221.8,0.8875,2.34,-21.525,27.695,0.00015158,0.00064245,23.161,-0.11261,-0.44297,3.2144,2.0736,-20.449,418.16,0.032604,0.50338,0.00021979,0.00025445,3.1382,10.684,3.2362e-10
135,5,1500,131.4,0.042352,1.0814,-38.029,2.2569,4.1335e-06,2.0651e-05,1.3848,0.0034611,0.024202,1.0751,0.98581,-19.442,312.89,63.024,3081.9,4.9338e-05,5.3321e-05,1.7841,10.693,1.9078e-10
135,5,1900,149.32,0.091371,1.7559,-48.072,9.9169,4.6991e-05,0.00017169,5.1809,0.52287,2.5283,1.8521,1.6882,-19.192,308.6,0.15013,3.5054,0.00019704,0.00021747,3.5137,13.867,8.8193e-11
135,5,2100,167.61,0.10771,2.1012,-39.506,12.484,7.238e-05,0.00026759,7.866,-0.001655,-0.0074736,2.1522,1.9377,-19.813,319.49,3.9815,81.195,0.00038962,0.00060034,0.59233,12.848,2.0158e-10
