"Temperature (C) ","Detuning (GHz) ","Laser Power (uW) ","G(1D)","C(1D)","A(1D)","By(1D)","Error G(1D)","Error C(1D)","Error A(1D)","Error By(1D)","G1(2D)","G2(2D)","C(2D)","A(2D)","Bx(2D)","Bz(2D)","Error G1(2D)","Error G2(2D)","Error C(2D)","Error A(2D)","Error Bx(2D)","Error Bz(2D)","NA"
142,-21.636364,3000,40.534,0.10054,0.27868,-1.2691,0.01337,2.5592e-08,2.0022e-07,0.0041712,-0.00026511,-0.0018114,0.30846,0.20314,-8.7349,-132.1,7.484,349.42,2.1996e-06,4.8325e-06,0.99829,7.0613,7.5105e-13
130,0,6000,-35.494,-0.088847,2.1751,4.7881,0.40935,5.1704e-05,0.00051612,0.13614,0.0002288,0.0048972,1.9961,2.092,6.7795,-326.49,2.2461,1029,0.00016862,0.00024086,0.10812,2.9813,6.5986e-12
100,-25.272727,7000,97.093,6.7596,0.95818,4.3731,0.52513,8.5368e-06,1.0828e-05,0.073717,0.00090703,0.0032576,7.751,0.91887,-0.69239,-370.81,41.524,535.55,9.3783e-06,3.6399e-05,0.37481,1.7143,7.5105e-13
142,-21.636364,4000,45.243,0.13711,0.48651,-0.67514,0.02781,1.5263e-07,9.6583e-07,0.0081638,-0.00018008,-0.0014169,0.50599,0.35571,-8.8713,-170.69,0.14403,8.9165,3.5781e-06,7.4946e-06,0.44946,4.0374,7.5105e-13
130,0,7000,-43.481,-0.14571,2.8432,4.5024,0.50308,9.6341e-05,0.00065904,0.15112,0.00012404,0.0024109,2.5905,2.7008,6.8508,-371.79,0.85768,323.97,0.00027628,0.00040351,0.11698,3.0432,6.5986e-12
100,-25.272727,8000,110.49,7.7497,1.092,4.2599,0.77856,1.6131e-05,1.6653e-05,0.088928,0.0011035,0.0043765,8.8776,1.0283,-1.2693,-428.79,106.82,1680.3,1.5269e-05,5.6339e-05,0.45101,2.2767,7.5105e-13
142,-21.636364,5000,50.404,0.17673,0.71976,0.37592,0.055145,6.27e-07,3.1907e-06,0.015123,-0.0001217,-0.0011638,0.78341,0.58699,-8.6417,-214.03,0.77833,71.178,9.1245e-06,1.7891e-05,0.2692,4.0075,7.5105e-13
130,0,8000,-52.482,-0.2254,3.5646,4.1662,0.58936,0.00016122,0.00075461,0.15722,-0.00011558,-0.0020789,3.221,3.3317,6.9067,-416.15,0.82178,265.87,0.00047664,0.00070922,0.14734,3.5032,6.5986e-12
100,-24.545455,3000,52.872,2.9159,0.42498,3.0832,0.22938,8.8888e-07,4.096e-06,0.060867,0.0073918,0.018592,3.3635,0.43089,-0.67469,-180.9,683.1,4321.4,7.2494e-07,3.3981e-06,0.18791,0.61425,7.5105e-13
142,-21.636364,6000,56.8,0.2398,1.0548,2.098,0.115,2.6586e-06,1.0524e-05,0.028933,-7.0008e-05,-0.00072856,1.1648,0.91086,-6.4264,-261.73,0.46341,50.185,2.5598e-05,4.9185e-05,0.26176,3.7595,7.5105e-13
130,2,3000,15.331,-0.0026238,0.55552,7.4557,0.079529,1.2253e-06,4.4209e-05,0.033651,-0.00015892,-0.0037073,0.48912,0.50837,4.1532,-141.03,1.2056,656.06,7.6219e-06,1.0776e-05,0.11395,2.1927,6.5986e-12
100,-24.545455,4000,65.835,3.8722,0.59094,2.6904,0.27513,1.8838e-06,5.4041e-06,0.061082,-0.0016369,-0.0046777,4.4791,0.58443,-0.72029,-236.96,46.48,379.59,1.8422e-06,8.0843e-06,0.21871,0.77644,7.5105e-13
142,-21.636364,7000,63.011,0.31149,1.3874,3.1501,0.22155,8.4975e-06,2.6851e-05,0.051171,0.00025612,0.002747,1.5911,1.2809,-6.8162,-279.15,4.9126,565.12,4.7452e-05,9.0651e-05,0.26634,3.1357,7.5105e-13
130,2,4000,23.898,-0.012221,1.0744,6.3278,0.068003,2.7535e-06,5.2783e-05,0.026051,-0.00038926,-0.0066869,1.0024,1.0455,5.539,-191.19,4.1452,1223.2,2.418e-05,3.6548e-05,0.087734,1.6486,6.5986e-12
100,-24.545455,5000,78.454,4.7576,0.74303,3.9343,0.41225,4.2234e-06,8.2345e-06,0.076399,-0.002469,-0.0078065,5.5224,0.72523,-0.7972,-298.19,162.45,1624,3.8129e-06,1.5812e-05,0.2689,1.0396,7.5105e-13
142,-21.636364,8000,85.145,0.47008,1.6371,6.9243,1.0222,4.9788e-05,8.1638e-05,0.17181,-0.00022749,-0.0026065,2.141,1.7481,-6.9048,-319.06,3.8772,508.96,9.8934e-05,0.00018668,0.25824,4.5026,7.5105e-13
130,2,5000,-30.257,-0.029508,1.6418,5.9055,0.10195,8.145e-06,0.00010711,0.036178,-0.00016389,-0.0024255,1.5406,1.6021,5.93,-233.93,1.613,353.27,5.7261e-05,8.9907e-05,0.098758,1.7411,6.5986e-12
100,-24.545455,6000,90.648,5.7457,0.9087,3.3823,0.51725,7.6609e-06,1.1057e-05,0.080022,-0.0028718,-0.009408,6.6791,0.87947,-1.1495,-316.05,267.29,2868.7,7.1298e-06,2.8937e-05,0.32979,1.2514,7.5105e-13
142,-20.909091,3000,39.432,0.069574,0.23864,-1.5853,0.0096675,1.3789e-08,1.1361e-07,0.0030589,0.0012913,0.010264,0.25583,0.18188,-8.7129,-134.51,184.97,11685,2.0908e-06,4.1832e-06,0.99344,8.7817,7.5105e-13
130,2,6000,38.001,-0.058921,2.318,5.4515,0.13993,1.9248e-05,0.00016982,0.045091,-0.00012665,-0.0016718,2.1832,2.2564,6.0911,-278.36,0.61852,107.77,0.0001251,0.00020238,0.12252,1.9566,6.5986e-12
100,-24.545455,7000,101.15,6.6807,1.0434,4.9547,0.67223,1.2873e-05,1.5209e-05,0.088712,0.00075226,0.002749,7.752,1.0011,-1.4105,-371.93,33.209,443.4,1.1811e-05,4.5353e-05,0.39265,1.7969,7.5105e-13
142,-20.909091,4000,43.229,0.097666,0.4515,0.32183,0.024134,1.1693e-07,8.0889e-07,0.0072727,-0.0017847,-0.017088,0.42955,0.32342,-9.1475,-173.71,79.024,7245.5,3.0401e-06,5.1193e-06,0.52831,4.8784,7.5105e-13
130,2,7000,-45.345,-0.096013,2.9477,5.0372,0.17276,3.4765e-05,0.00021906,0.050656,-7.8024e-05,-0.00095339,2.7825,2.8568,7.3743,-292.82,0.24193,36.12,0.00021249,0.00035163,0.13819,2.2589,6.5986e-12
100,-24.545455,8000,112.4,7.6514,1.1916,4.1118,0.65724,1.6184e-05,1.6329e-05,0.072866,0.00072042,0.0029455,8.8772,1.1048,-1.185,-431.88,54.29,907.55,1.8536e-05,6.7194e-05,0.45847,2.3426,7.5105e-13
142,-20.909091,5000,49.031,0.12937,0.67416,1.5283,0.060047,6.0716e-07,3.2697e-06,0.016771,0.00024964,0.0027841,0.6884,0.54873,-8.2302,-222.44,4.4392,552.11,9.5502e-06,1.7724e-05,0.3107,4.9058,7.5105e-13
130,2,8000,-53.867,-0.15162,3.7657,4.9245,0.19956,6.0197e-05,0.00026678,0.052255,0.00010429,0.0012043,3.4538,3.5114,6.2874,-334.48,0.4861,64.828,0.00037051,0.00062269,0.17088,2.4909,6.5986e-12
100,-23.818182,3000,54.414,2.8712,0.46929,2.7394,0.18126,8.4532e-07,3.6665e-06,0.047107,0.00020082,0.00054332,3.3629,0.47801,-0.33408,-184.67,1.349,9.8749,8.9819e-07,4.0652e-06,0.17468,0.61744,7.5105e-13
142,-20.909091,6000,59.937,0.18291,0.93204,3.7209,0.20971,3.7017e-06,1.3048e-05,0.050546,-3.0144e-05,-0.00036794,1.0527,0.87212,-7.2581,-266.48,0.10841,16.154,2.5177e-05,4.5749e-05,0.24163,4.7516,7.5105e-13
130,4,3000,26.967,0.086482,0.63211,8.5603,0.044693,5.7347e-07,9.1026e-06,0.016506,-0.00015999,-0.0020575,0.61719,0.53345,3.9118,-96.781,1.0933,180.79,8.1932e-06,1.3578e-05,0.17961,2.1726,6.5986e-12
100,-23.818182,4000,67.04,3.8187,0.64366,3.6411,0.29822,2.4069e-06,6.6341e-06,0.065098,0.0014298,0.0041705,4.4838,0.64494,-0.75411,-240.31,30.74,261.53,2.055e-06,8.9144e-06,0.20123,0.75505,7.5105e-13
142,-20.909091,7000,77.429,0.26698,1.2146,7.1148,0.58067,1.5949e-05,3.2023e-05,0.1093,8.0364e-05,0.0010353,1.4711,1.2453,-6.6645,-312.64,1.1652,193.36,4.844e-05,8.7471e-05,0.21148,4.2439,7.5105e-13
130,4,4000,28.908,0.1286,1.0613,7.0391,0.012235,4.2142e-07,5.9767e-06,0.0044135,-0.0001071,-0.0010782,1.1597,1.0478,5.227,-151.57,0.19189,19.448,1.1967e-05,2.1312e-05,0.078785,0.86241,6.5986e-12
100,-23.818182,5000,79.337,4.6971,0.80391,3.5466,0.36155,4.323e-06,8.2268e-06,0.066143,0.00072082,0.0024003,5.529,0.78821,-0.90769,-302.45,20.582,228.24,4.9137e-06,1.9778e-05,0.28468,1.2147,7.5105e-13
142,-20.909091,8000,129.25,0.41647,1.5494,14.005,1.4434,5.907e-05,5.1904e-05,0.12409,0.00010135,0.0012716,1.9947,1.7123,-5.1132,-316.68,1.2701,199.93,0.00010422,0.00019007,0.26766,3.9517,7.5105e-13
130,4,5000,35.545,0.16648,1.6005,6.6222,0.017523,1.1972e-06,1.1922e-05,0.0058241,0.00062687,0.0056353,1.7157,1.5718,5.2965,-193.68,8.9778,725.5,3.4941e-05,6.4347e-05,0.10775,1.1728,6.5986e-12
100,-23.818182,6000,92.053,5.681,0.98467,3.5871,0.44614,7.735e-06,1.0835e-05,0.067581,0.0017573,0.0061066,6.6976,0.94703,-2.9646,-356.94,132.98,1605.9,8.7433e-06,3.4462e-05,0.33826,1.376,7.5105e-13
142,-20.181818,3000,37.869,0.044337,0.19509,-1.6835,0.011302,1.1036e-08,9.7983e-08,0.0036477,0.00023706,0.0021836,0.20031,0.15247,-9.239,-132.59,0.18688,15.856,1.7274e-06,3.3695e-06,1.1477,10.647,7.5105e-13
130,4,6000,-42.687,0.20194,2.2306,6.2407,0.023646,2.8157e-06,1.9964e-05,0.007177,0.0002089,0.001763,2.3749,2.1776,5.0174,-235.48,17.973,1280.4,7.6251e-05,0.00014295,0.13033,1.2983,6.5986e-12
100,-23.818182,7000,103.62,6.5815,1.1433,4.1246,0.5636,1.2912e-05,1.4662e-05,0.071589,-0.00081129,-0.0031441,7.7556,1.0725,-1.9271,-420.98,42.503,638.31,1.4755e-05,5.5084e-05,0.40826,1.8825,7.5105e-13
142,-20.181818,4000,43.217,0.065342,0.3844,1.3446,0.034,1.1942e-07,8.2655e-07,0.010247,-0.00034266,-0.0040144,0.35999,0.28891,-9.0007,-179.44,6.1307,841.41,3.0253e-06,5.4613e-06,0.3985,5.6405,7.5105e-13
130,4,7000,-49.672,0.2361,2.8705,5.9481,0.028323,5.1584e-06,2.7059e-05,0.0078451,0.00020473,0.0016506,3.0192,2.7607,7.6237,-272.21,1.2154,79.002,0.00013612,0.00025959,0.13451,1.6594,6.5986e-12
100,-23.818182,8000,116,7.5604,1.2869,4.5068,0.69416,1.9866e-05,1.9279e-05,0.072763,0.00012897,0.00053457,8.8784,1.1949,-0.7656,-435.82,1.4212,24.419,2.2538e-05,8.1027e-05,0.46906,2.2762,7.5105e-13
142,-20.181818,5000,58.425,0.097237,0.53583,5.3676,0.2356,1.3889e-06,5.1756e-06,0.057986,8.9988e-05,0.0012503,0.60798,0.51505,-8.5575,-229.92,1.0647,205.51,1.0522e-05,1.8148e-05,0.24361,6.2221,7.5105e-13
130,4,8000,-57.417,0.26556,3.5464,5.5776,0.034118,8.875e-06,3.4337e-05,0.008514,-0.00050554,-0.0039691,3.723,3.3749,9.0808,-299.12,0.38801,23.918,0.00024374,0.0004686,0.1037,2.1547,6.5986e-12
100,-23.090909,3000,56.043,2.8115,0.50762,3.4662,0.24272,1.3072e-06,5.3257e-06,0.061705,0.00027735,0.00076803,3.3516,0.51512,-0.62281,-185.1,2.381,18.258,1.5621e-06,6.9656e-06,0.25507,0.92127,7.5105e-13
142,-20.181818,6000,85.35,0.14748,0.79121,10.129,0.47514,5.4003e-06,8.8231e-06,0.079715,-4.5871e-05,-0.00067783,0.95834,0.83859,-7.555,-272.65,0.43571,95.138,2.3199e-05,3.9617e-05,0.19145,4.7319,7.5105e-13
130,6,3000,93.491,0.35858,0.57116,12.727,0.82874,4.8122e-06,6.5715e-06,0.12335,-6.6768e-05,-0.00053107,0.88266,0.4928,2.1325,-54.448,1.1624,73.547,1.3703e-05,2.6976e-05,0.57945,4.2386,6.5986e-12
100,-23.090909,4000,68.021,3.714,0.70702,3.3629,0.26452,2.5631e-06,6.8405e-06,0.056945,0.00014141,0.00046259,4.4467,0.67474,-0.83313,-239.4,19.154,204.96,3.2596e-06,1.3154e-05,0.25704,1.0615,7.5105e-13
142,-20.181818,7000,52.78,0.10855,1.3978,1.6471,0.023813,9.9913e-07,4.6206e-06,0.0063264,-0.00025103,-0.0044406,1.3474,1.1907,-6.2334,-369.11,2.7926,873.82,4.2227e-05,7.6068e-05,0.20919,5.002,7.5105e-13
130,6,4000,33.344,0.52308,1.0019,7.7522,0.032086,8.9485e-07,9.9734e-06,0.010962,-0.00027377,-0.001655,1.4544,0.93204,4.4669,-143.36,2.1387,78.155,7.3658e-06,1.5976e-05,0.099901,0.70577,6.5986e-12
100,-23.090909,5000,80.259,4.6195,0.86131,3.1585,0.34464,4.716e-06,8.7534e-06,0.062201,-0.0013741,-0.0043909,5.502,0.84834,-0.94476,-301.8,65.909,672.97,5.2594e-06,2.1712e-05,0.27412,1.1204,7.5105e-13
142,-20.181818,8000,57.043,0.13261,1.8976,2.8617,0.018006,1.3449e-06,5.2754e-06,0.0045156,5.9056e-05,0.0011264,1.8653,1.6632,-6.0928,-432.51,0.54278,197.47,9.5878e-05,0.00016977,0.22801,5.7452,7.5105e-13
130,6,5000,39.411,0.64704,1.4141,7.0757,0.02816,1.4106e-06,1.1636e-05,0.0089141,-0.00026486,-0.0015836,2.0398,1.381,5.425,-184.23,3.5832,128.1,1.9343e-05,4.1922e-05,0.1204,0.859,6.5986e-12
100,-23.090909,6000,94.449,5.5738,1.0573,4.1277,0.43019,8.5571e-06,1.1417e-05,0.062857,0.0015621,0.0056855,6.6677,1.0035,-1.1981,-364.71,84.78,1123,9.8109e-06,3.7724e-05,0.32591,1.514,7.5105e-13
142,-19.454545,3000,38.751,0.029014,0.1563,2.2608,0.034969,2.1617e-08,1.8396e-07,0.011161,3.8818e-05,0.00042925,0.14457,0.11514,-6.7963,-184.58,0.19008,23.243,9.3396e-07,1.9816e-06,0.88847,12.151,7.5105e-13
130,6,6000,-46.415,0.80847,1.9852,6.7365,0.038386,3.4607e-06,2.0823e-05,0.0111,0.00047693,0.0027981,2.7402,1.92,4.5373,-197.76,8.6607,298.11,4.6721e-05,0.0001019,0.15499,1.0092,6.5986e-12
100,-23.090909,7000,106.27,6.4997,1.2201,5.2081,0.52398,1.362e-05,1.4877e-05,0.063924,0.0017839,0.0067035,7.7397,1.1559,-1.2593,-420.77,155.52,2196.2,1.7246e-05,6.5559e-05,0.41973,1.8723,7.5105e-13
142,-19.454545,4000,35.946,0.036321,0.36703,0.39115,0.0086436,3.0843e-08,3.0097e-07,0.0028582,0.0026721,0.041828,0.28585,0.24123,-9.3392,-224.35,1.6234,397.81,1.7353e-06,2.2585e-06,0.64009,9.0139,7.5105e-13
130,6,7000,-52.733,0.94659,2.517,6.3237,0.030492,4.1495e-06,1.9233e-05,0.0081079,0.00028276,0.0016607,3.4173,2.4301,5.5049,-240.54,3.0291,104.49,8.4609e-05,0.00018379,0.17222,1.2509,6.5986e-12
100,-23.090909,8000,118.97,7.4537,1.3886,4.4193,0.67581,2.2458e-05,2.1182e-05,0.067611,-0.00050019,-0.0021962,8.8807,1.2694,-0.98246,-484.11,20.884,402.6,2.7577e-05,9.6746e-05,0.48894,2.569,7.5105e-13
142,-19.454545,5000,40.53,0.045476,0.60682,1.1259,0.012162,1.1039e-07,8.6383e-07,0.0037947,-4.0274e-05,-0.00075454,0.51323,0.45264,-7.7209,-294.58,0.15887,55.756,7.3142e-06,1.2837e-05,0.22116,6.4443,7.5105e-13
130,6,8000,-59.666,1.1077,3.1406,6.1891,0.037717,7.5722e-06,2.6964e-05,0.0091268,-0.00061798,-0.0036608,4.1749,2.9862,5.3915,-280.72,16.968,595.45,0.0001515,0.00032675,0.20078,1.4606,6.5986e-12
100,-22.363636,3000,57.909,2.7951,0.56273,3.152,0.26252,1.7133e-06,6.5062e-06,0.065059,0.00027816,0.00081515,3.3657,0.55864,-0.56556,-188.61,0.06144,0.52766,1.4855e-06,6.3883e-06,0.19064,0.71711,7.5105e-13
142,-19.454545,6000,45.231,0.053881,0.9397,1.9884,0.018488,3.7862e-07,2.3972e-06,0.0054284,4.6824e-05,0.00098201,0.85858,0.7801,-6.2675,-360.23,0.10745,47.256,2.084e-05,3.5465e-05,0.20115,5.3725,7.5105e-13
124,-16,3000,49.104,0.16014,1.1578,8.0934,0.0027282,8.1289e-08,4.3667e-07,0.00076153,0.00075133,0.0051617,1.2817,1.0892,1.9986,133.72,15.934,752.03,1.6784e-05,3.6675e-05,0.1854,1.2022,6.5986e-12
100,-22.363636,4000,71.835,3.6867,0.75685,2.8566,0.29513,3.2191e-06,7.6137e-06,0.060176,-0.0016987,-0.0053862,4.4848,0.7481,-0.98069,-249.22,95.562,960.82,4.0963e-06,1.6867e-05,0.27384,1.1106,7.5105e-13
142,-19.454545,7000,50.527,0.057379,1.296,1.9469,0.031048,1.1432e-06,5.7887e-06,0.0085011,5.2789e-05,0.0011099,1.2308,1.1342,-6.5496,-374.42,0.13974,61.767,4.413e-05,7.5186e-05,0.2007,5.6084,7.5105e-13
124,-16,4000,63.038,0.25902,1.6956,9.1449,0.03169,1.8145e-06,5.7344e-06,0.0073222,0.00016333,0.001282,1.9669,1.6656,1.7512,224.42,1.946,119.9,4.5724e-05,9.7036e-05,0.20921,1.5027,6.5986e-12
100,-22.363636,5000,84.185,4.5521,0.9422,3.8928,0.36594,5.9216e-06,9.9336e-06,0.062342,-0.00053375,-0.0018286,5.5238,0.9226,-1.1448,-305,38.774,455.1,7.1638e-06,2.8344e-05,0.29662,1.312,7.5105e-13
142,-19.454545,8000,55.448,0.066098,1.786,2.843,0.030342,2.0323e-06,8.4699e-06,0.0077759,1.5572e-05,0.00034391,1.749,1.6269,-6.5525,-436.74,0.014405,7.0266,0.00010665,0.00018018,0.23076,6.5837,7.5105e-13
124,-16,5000,75.338,0.34565,2.2772,9.6134,0.035312,3.435e-06,7.3282e-06,0.0068556,-9.5752,0.86102,1.5226,-0.00079078,-25.497,102.55,33.084,0.25979,0.00024089,4.6243e-06,0.018195,0.00021019,6.5986e-12
100,-22.363636,6000,96.339,5.5148,1.1386,4.2085,0.40767,9.3715e-06,1.2056e-05,0.057886,0.0011783,0.0044336,6.6827,1.1002,-1.2296,-366.88,76.981,1090,1.3068e-05,4.9265e-05,0.34989,1.6865,7.5105e-13
142,-18.727273,3000,38.333,0.01685,0.11316,4.0981,0.044002,1.4349e-08,1.2459e-07,0.014119,-0.00057527,-0.0085742,0.11142,0.094953,-6.5434,-237.59,60.731,13493,1.0001e-06,1.8779e-06,0.93433,18.392,7.5105e-13
124,-16,6000,89.481,0.46702,2.9408,10.351,0.044578,6.9269e-06,1.0284e-05,0.0070349,0.00027546,0.0021217,3.3884,2.7611,1.4112,315.64,9.2514,548.87,0.00019056,0.00041947,0.34915,2.4657,6.5986e-12
100,-22.363636,7000,109.2,6.4045,1.3211,4.7979,0.509,1.5457e-05,1.6222e-05,0.059327,0.0011089,0.0046166,7.7497,1.2191,-1.5424,-425.91,97.214,1684.9,2.1614e-05,7.7415e-05,0.4327,2.2548,7.5105e-13
142,-18.727273,4000,33.88,0.019899,0.3026,1.1408,0.008036,2.0236e-08,2.193e-07,0.0027268,-3.187e-08,-6.5875e-07,0.23357,0.20873,-6.7894,-242.82,2.3536e-07,0.00010051,2.6337e-06,4.4583e-06,1.014e-11,6.4416e-13,7.5105e-13
124,-16,7000,102.04,0.56402,3.4943,10.466,0.063525,1.3609e-05,1.5886e-05,0.0082938,-0.00033832,-0.0023729,4.0815,3.2605,2.3462,317.5,1.5778,77.623,0.00031201,0.00071606,0.43295,2.9658,6.5986e-12
100,-22.363636,8000,119.93,7.3473,1.5001,5.0328,0.62316,2.4145e-05,2.2584e-05,0.061431,0.0011193,0.0051293,8.8766,1.3625,-1.6633,-487.31,111.8,2347.7,3.3244e-05,0.0001138,0.49451,2.7955,7.5105e-13
142,-18.727273,5000,37.229,0.023243,0.52748,1.7859,0.013783,9.9416e-08,9.1057e-07,0.0044848,-7.9061e-05,-0.0020251,0.44851,0.41593,-6.6138,-305.5,0.37119,243.53,7.9456e-06,1.2671e-05,0.20485,7.3859,7.5105e-13
124,-16,8000,115.15,0.68496,4.1472,11.123,0.071266,2.1161e-05,2.0778e-05,0.0076072,-51.1,1.3892,3.062,0.0065592,-173.14,122.77,6420500,4781.9,0.00074688,0.00051493,207.79,6.7798,6.5986e-12
142,-18.727273,6000,42.19,0.023903,0.86527,2.4161,0.030154,5.4388e-07,3.9432e-06,0.0092099,0.00017349,0.0046145,0.75508,0.71435,-6.6316,-367.83,1.8056,1277.5,2.1698e-05,3.4384e-05,0.18565,6.9322,7.5105e-13
124,-14,3000,44.477,-0.0088011,1.0909,8.3468,0.073766,2.0538e-06,1.3447e-05,0.021879,-5.1538e-05,-0.00070498,1.0944,1.0629,5.304,170.35,0.35781,66.946,2.862e-05,4.884e-05,0.16183,2.3765,6.5986e-12
142,-18.727273,7000,47.024,0.02206,1.262,2.9127,0.037612,1.3611e-06,7.9769e-06,0.010787,0.00016146,0.004398,1.1329,1.0815,-5.9621,-426,1.4309,1061.6,4.4603e-05,7.0621e-05,0.17044,5.7423,7.5105e-13
124,-14,4000,98.633,0.073497,1.5405,12.131,0.424,1.7741e-05,2.1965e-05,0.058375,-5.2369e-05,-0.00075505,1.6992,1.65,4.3089,265.29,0.12458,25.897,7.4895e-05,0.00012846,0.1896,2.7439,6.5986e-12
142,-18.727273,8000,52.697,0.021738,1.7329,3.7116,0.037975,2.4506e-06,1.1372e-05,0.010101,-703960,0.23811,0.64732,-11816,-4.1641,-61.35,7.1885e-17,0.00061443,0.00010702,3.4683e-13,404.28,2.4569,7.5105e-13
124,-14,5000,138.07,0.1854,2.0361,14.336,0.77908,5.4745e-05,4.6173e-05,0.058348,-4.9503e-05,-0.00068616,2.3011,2.1984,4.2622,310.74,0.13182,25.325,0.00015096,0.00026551,0.23316,3.2711,6.5986e-12
124,-14,6000,134.06,0.28237,2.5935,14.336,0.67118,7.6706e-05,6.5762e-05,0.053538,5.2041e-05,0.00062268,2.9666,2.7804,3.7686,317.02,1.3618,194.89,0.00028753,0.00053296,0.32994,3.8934,6.5986e-12
142,-18,3000,29.364,0.0084783,0.092182,1.8163,0.0037452,9.6276e-10,1.3305e-08,0.0013435,-1.8047e-05,-0.00037392,0.069325,0.059576,-8.1233,-191.46,0.043225,18.557,3.2178e-07,5.4274e-07,0.55808,17.474,7.5105e-13
124,-14,7000,129.68,0.32105,3.2091,14.152,0.3038,5.3313e-05,4.6733e-05,0.025949,-5.8045e-05,-0.00062109,3.6004,3.2936,5.3606,319.54,0.89349,102.3,0.00046973,0.00090845,0.39353,4.9205,6.5986e-12
142,-18,4000,31.237,0.0098115,0.22688,1.7034,0.011232,1.6771e-08,2.0901e-07,0.0039377,-7.3877e-06,-0.00021803,0.18342,0.17037,-5.4914,-304.38,0.054772,47.706,2.0323e-06,3.1173e-06,0.2905,9.4917,7.5105e-13
124,-14,8000,133.03,0.29975,3.9489,14.278,0.081037,2.1485e-05,1.8508e-05,0.0065691,0.00010017,0.001026,4.2969,3.8143,4.7465,361.18,2.0645,216.61,0.00068733,0.0013697,0.45287,5.5818,6.5986e-12
142,-18,5000,34.345,0.0095792,0.4229,2.2424,0.023731,1.157e-07,1.2243e-06,0.0080061,1.1952e-05,0.00042296,0.37465,0.35842,-7.4162,-359.86,0.0082474,10.33,5.9511e-06,8.7619e-06,0.14912,7.6283,7.5105e-13
124,-12,3000,38.362,-0.032018,0.79739,10.003,0.33408,5.4069e-06,4.6899e-05,0.10719,8.1611e-05,0.0028889,0.79713,0.81807,6.2073,176.45,0.40285,504.77,3.2904e-05,4.4304e-05,0.11746,4.1435,6.5986e-12
142,-18,6000,39.177,0.0053614,0.76961,3.1078,0.048868,7.277e-07,6.0684e-06,0.015513,-3.6762e-05,-0.0013359,0.684,0.66715,-6.6608,-423.9,0.081212,107.24,1.9677e-05,2.8924e-05,0.14173,6.6201,7.5105e-13
124,-12,4000,106.81,-0.10754,1.2897,14.5,0.029844,8.6401e-07,9.416e-07,0.0036361,-2.47e-05,-0.00082698,1.2713,1.2958,6.2796,269.17,0.053856,60.368,9.083e-05,0.00012552,0.14292,5.0361,6.5986e-12
142,-18,7000,44.476,-0.0022198,1.1911,3.7351,0.063639,2.1129e-06,1.3829e-05,0.018871,-5.6159e-05,-0.0020571,1.0481,1.0257,-6.6573,-482.98,0.17699,237.46,4.32e-05,6.3692e-05,0.13811,6.1606,7.5105e-13
124,-12,5000,150.95,-0.14899,1.8104,17.02,0.07023,3.867e-06,3.1651e-06,0.0043251,-4.9648e-05,-0.0013527,1.7512,1.7642,2.0571,271.69,0.47917,355.67,0.00019817,0.00028551,0.32619,7.6142,6.5986e-12
142,-18,8000,50.773,-0.0053587,1.5688,4.6384,0.045735,2.4617e-06,1.2343e-05,0.012483,-1.5715e-05,-0.00056002,1.4991,1.4689,-6.3489,-547.15,0.21094,267.87,0.00010767,0.00016083,0.17458,7.6948,7.5105e-13
124,-12,6000,184.78,-0.14532,2.3136,18.942,0.14782,1.301e-05,1.0672e-05,0.0054158,-0.0002218,-0.0053358,2.2898,2.2609,6.5458,315.78,12.246,7090.7,0.00036657,0.00054608,0.27012,7.8621,6.5986e-12
136,-26,3000,43.146,0.70211,0.5898,-0.17862,0.019999,1.6552e-07,1.1493e-06,0.0060332,0.0010438,0.0041532,1.1587,0.45928,-3.0281,-116.38,115.18,1823.6,7.3872e-06,2.6209e-05,1.0508,5.0691,7.5105e-13
124,-12,7000,179.52,-0.15817,2.8517,18.807,0.051769,6.9474e-06,5.6728e-06,0.0020558,0.00011735,0.0026224,2.8012,2.706,6.6101,358.26,1.7221,860.07,0.00057956,0.00089731,0.30174,9.446,6.5986e-12
136,-26,4000,52.069,0.93702,0.87813,-0.069447,0.0096799,1.613e-07,7.6738e-07,0.0025963,0.001042,0.0038755,1.6716,0.70487,-3.8227,-131.6,35.004,484.2,4.9534e-06,1.8287e-05,0.31982,1.4217,7.5105e-13
124,-12,8000,180.36,-0.23113,3.5495,19.15,0.032351,6.7197e-06,5.491e-06,0.0012704,-0.0001864,-0.0034303,3.3464,3.1423,7.3202,320.65,4.6763,1583.7,0.00085022,0.0013744,0.41727,11.128,6.5986e-12
136,-26,5000,58.732,1.1707,1.2182,0.50397,0.041144,1.2511e-06,4.608e-06,0.010081,-0.0013281,-0.0054845,2.2343,1.009,-3.8117,-188.01,43.849,747.75,1.0041e-05,3.503e-05,0.29846,1.4838,7.5105e-13
124,-10,3000,34.045,-0.014805,0.39621,8.1139,0.46573,2.0042e-06,2.154e-05,0.15773,2.6759e-06,0.00025208,0.38114,0.39005,4.2495,76.824,0.0015568,13.819,2.0636e-05,2.4096e-05,0.18699,15.335,6.5986e-12
136,-26,6000,65.337,1.4312,1.6246,0.59978,0.14391,7.4678e-06,2.1783e-05,0.032172,0.0037611,0.018039,2.9259,1.3889,-3.899,-242.43,370.36,8518.8,2.2932e-05,7.2505e-05,0.3194,1.8178,7.5105e-13
